"date","district","group","n"
2022-04-17,"浦东新区","isolation",459
2022-04-17,"黄浦区","isolation",165
2022-04-17,"徐汇区","isolation",46
2022-04-17,"长宁区","isolation",46
2022-04-17,"静安区","isolation",114
2022-04-17,"普陀区","isolation",69
2022-04-17,"虹口区","isolation",135
2022-04-17,"杨浦区","isolation",15
2022-04-17,"闵行区","isolation",65
2022-04-17,"宝山区","isolation",70
2022-04-17,"嘉定区","isolation",48
2022-04-17,"金山区","isolation",4
2022-04-17,"松江区","isolation",150
2022-04-17,"青浦区","isolation",14
2022-04-17,"奉贤区","isolation",1
2022-04-17,"崇明区","isolation",8
2022-04-17,"浦东新区","screen",40
2022-04-17,"黄浦区","screen",15
2022-04-17,"徐汇区","screen",14
2022-04-17,"长宁区","screen",16
2022-04-17,"静安区","screen",10
2022-04-17,"普陀区","screen",15
2022-04-17,"虹口区","screen",22
2022-04-17,"杨浦区","screen",6
2022-04-17,"闵行区","screen",3
2022-04-17,"宝山区","screen",7
2022-04-17,"嘉定区","screen",4
2022-04-17,"青浦区","screen",2
2022-04-17,"崇明区","screen",1
2022-04-17,"浦东新区","asym",22
2022-04-17,"黄浦区","asym",6
2022-04-17,"徐汇区","asym",107
2022-04-17,"静安区","asym",3
2022-04-17,"普陀区","asym",246
2022-04-17,"虹口区","asym",109
2022-04-17,"杨浦区","asym",5
2022-04-17,"闵行区","asym",38
2022-04-17,"宝山区","asym",8
2022-04-17,"嘉定区","asym",304
2022-04-17,"金山区","asym",1
2022-04-17,"松江区","asym",3
2022-04-17,"青浦区","asym",1
