"date","district","group","n"
2022-04-26,"浦东新区","isolation",2436
2022-04-26,"黄浦区","isolation",927
2022-04-26,"徐汇区","isolation",716
2022-04-26,"长宁区","isolation",354
2022-04-26,"静安区","isolation",1246
2022-04-26,"普陀区","isolation",259
2022-04-26,"虹口区","isolation",1092
2022-04-26,"杨浦区","isolation",1059
2022-04-26,"闵行区","isolation",677
2022-04-26,"宝山区","isolation",1658
2022-04-26,"嘉定区","isolation",345
2022-04-26,"金山区","isolation",25
2022-04-26,"松江区","isolation",256
2022-04-26,"青浦区","isolation",284
2022-04-26,"奉贤区","isolation",11
2022-04-26,"崇明区","isolation",453
2022-04-26,"浦东新区","screen",103
2022-04-26,"徐汇区","screen",15
2022-04-26,"长宁区","screen",1
2022-04-26,"静安区","screen",3
2022-04-26,"普陀区","screen",2
2022-04-26,"虹口区","screen",7
2022-04-26,"闵行区","screen",1
2022-04-26,"宝山区","screen",23
2022-04-26,"金山区","screen",1
2022-04-26,"松江区","screen",2
