"date","district","group","n"
2022-04-22,"浦东新区","isolation",7229
2022-04-22,"黄浦区","isolation",2406
2022-04-22,"徐汇区","isolation",1125
2022-04-22,"长宁区","isolation",545
2022-04-22,"静安区","isolation",701
2022-04-22,"普陀区","isolation",450
2022-04-22,"虹口区","isolation",564
2022-04-22,"杨浦区","isolation",1257
2022-04-22,"闵行区","isolation",1080
2022-04-22,"宝山区","isolation",1836
2022-04-22,"嘉定区","isolation",419
2022-04-22,"金山区","isolation",25
2022-04-22,"松江区","isolation",2446
2022-04-22,"青浦区","isolation",302
2022-04-22,"奉贤区","isolation",2
2022-04-22,"崇明区","isolation",103
2022-04-22,"浦东新区","screen",28
2022-04-22,"黄浦区","screen",2
2022-04-22,"徐汇区","screen",27
2022-04-22,"长宁区","screen",4
2022-04-22,"静安区","screen",9
2022-04-22,"普陀区","screen",2
2022-04-22,"虹口区","screen",5
2022-04-22,"杨浦区","screen",11
2022-04-22,"闵行区","screen",17
2022-04-22,"宝山区","screen",18
2022-04-22,"嘉定区","screen",5
2022-04-22,"金山区","screen",1
2022-04-22,"松江区","screen",2
2022-04-22,"青浦区","screen",13
