"date","district","group","n"
"2022-04-08","浦东新区","isolation",6622
"2022-04-08","黄浦区","isolation",2532
"2022-04-08","徐汇区","isolation",1314
"2022-04-08","长宁区","isolation",591
"2022-04-08","静安区","isolation",598
"2022-04-08","普陀区","isolation",1026
"2022-04-08","虹口区","isolation",355
"2022-04-08","杨浦区","isolation",671
"2022-04-08","闵行区","isolation",2753
"2022-04-08","宝山区","isolation",2777
"2022-04-08","嘉定区","isolation",1362
"2022-04-08","金山区","isolation",40
"2022-04-08","松江区","isolation",648
"2022-04-08","青浦区","isolation",316
"2022-04-08","奉贤区","isolation",83
"2022-04-08","崇明区","isolation",165
"2022-04-08","浦东新区","screen",316
"2022-04-08","黄浦区","screen",34
"2022-04-08","徐汇区","screen",201
"2022-04-08","长宁区","screen",3
"2022-04-08","静安区","screen",25
"2022-04-08","普陀区","screen",47
"2022-04-08","虹口区","screen",5
"2022-04-08","杨浦区","screen",18
"2022-04-08","闵行区","screen",39
"2022-04-08","宝山区","screen",15
"2022-04-08","嘉定区","screen",27
"2022-04-08","金山区","screen",5
"2022-04-08","松江区","screen",15
"2022-04-08","青浦区","screen",2
"2022-04-08","奉贤区","screen",2
"2022-04-08","崇明区","screen",2
