"date","district","group","n"
"2022-07-11","浦东新区","isolation",3
"2022-07-11","黄浦区","isolation",2
"2022-07-11","徐汇区","isolation",4
"2022-07-11","长宁区","isolation",2
"2022-07-11","静安区","isolation",3
"2022-07-11","普陀区","isolation",4
"2022-07-11","虹口区","isolation",7
"2022-07-11","杨浦区","isolation",9
"2022-07-11","闵行区","isolation",4
"2022-07-11","宝山区","isolation",7
"2022-07-11","嘉定区","isolation",4
"2022-07-11","松江区","isolation",1
"2022-07-11","奉贤区","isolation",1
"2022-07-11","崇明区","isolation",1
"2022-07-11","浦东新区","screen",2
