"date","district","group","n"
"2022-05-02","浦东新区","isolation",24
"2022-05-02","黄浦区","isolation",3
"2022-05-02","徐汇区","isolation",14
"2022-05-02","静安区","isolation",5
"2022-05-02","普陀区","isolation",1
"2022-05-02","虹口区","isolation",5
"2022-05-02","杨浦区","isolation",5
"2022-05-02","闵行区","isolation",7
"2022-05-02","宝山区","isolation",17
"2022-05-02","嘉定区","isolation",1
"2022-05-02","松江区","isolation",28
"2022-05-02","青浦区","isolation",7
"2022-05-02","宝山区","screen",2
"2022-05-02","浦东新区","asym",14
"2022-05-02","黄浦区","asym",14
"2022-05-02","徐汇区","asym",24
"2022-05-02","长宁区","asym",4
"2022-05-02","静安区","asym",15
"2022-05-02","虹口区","asym",13
"2022-05-02","杨浦区","asym",29
"2022-05-02","闵行区","asym",21
"2022-05-02","宝山区","asym",14
"2022-05-02","嘉定区","asym",3
"2022-05-02","松江区","asym",1
"2022-05-02","青浦区","asym",3
