"date","district","group","n"
2022-04-16,"浦东新区","isolation",9499
2022-04-16,"黄浦区","isolation",1352
2022-04-16,"徐汇区","isolation",1342
2022-04-16,"长宁区","isolation",566
2022-04-16,"静安区","isolation",986
2022-04-16,"普陀区","isolation",1163
2022-04-16,"虹口区","isolation",869
2022-04-16,"杨浦区","isolation",775
2022-04-16,"闵行区","isolation",2167
2022-04-16,"宝山区","isolation",1235
2022-04-16,"嘉定区","isolation",577
2022-04-16,"金山区","isolation",12
2022-04-16,"松江区","isolation",322
2022-04-16,"青浦区","isolation",256
2022-04-16,"奉贤区","isolation",27
2022-04-16,"崇明区","isolation",19
2022-04-16,"浦东新区","screen",290
2022-04-16,"黄浦区","screen",25
2022-04-16,"徐汇区","screen",20
2022-04-16,"长宁区","screen",13
2022-04-16,"静安区","screen",5
2022-04-16,"普陀区","screen",23
2022-04-16,"虹口区","screen",1
2022-04-16,"杨浦区","screen",1
2022-04-16,"闵行区","screen",3
2022-04-16,"宝山区","screen",7
2022-04-16,"嘉定区","screen",5
2022-04-16,"松江区","screen",1
2022-04-16,"青浦区","screen",3
2022-04-16,"奉贤区","screen",1
2022-04-16,"崇明区","screen",17
