"date","district","group","n"
2022-04-07,"浦东新区","isolation",8319
2022-04-07,"黄浦区","isolation",1321
2022-04-07,"徐汇区","isolation",2022
2022-04-07,"长宁区","isolation",812
2022-04-07,"静安区","isolation",352
2022-04-07,"普陀区","isolation",925
2022-04-07,"虹口区","isolation",557
2022-04-07,"杨浦区","isolation",559
2022-04-07,"闵行区","isolation",2131
2022-04-07,"宝山区","isolation",401
2022-04-07,"嘉定区","isolation",905
2022-04-07,"金山区","isolation",51
2022-04-07,"松江区","isolation",638
2022-04-07,"青浦区","isolation",486
2022-04-07,"奉贤区","isolation",60
2022-04-07,"崇明区","isolation",259
2022-04-07,"浦东新区","screen",424
2022-04-07,"黄浦区","screen",45
2022-04-07,"徐汇区","screen",11
2022-04-07,"长宁区","screen",11
2022-04-07,"静安区","screen",7
2022-04-07,"普陀区","screen",21
2022-04-07,"虹口区","screen",11
2022-04-07,"杨浦区","screen",13
2022-04-07,"闵行区","screen",31
2022-04-07,"宝山区","screen",4
2022-04-07,"嘉定区","screen",5
2022-04-07,"金山区","screen",6
2022-04-07,"松江区","screen",6
2022-04-07,"青浦区","screen",3
2022-04-07,"奉贤区","screen",1
2022-04-07,"崇明区","screen",1
