"date","district","group","n"
2022-05-09,"浦东新区","isolation",567
2022-05-09,"黄浦区","isolation",377
2022-05-09,"徐汇区","isolation",107
2022-05-09,"长宁区","isolation",52
2022-05-09,"静安区","isolation",370
2022-05-09,"普陀区","isolation",43
2022-05-09,"虹口区","isolation",238
2022-05-09,"杨浦区","isolation",355
2022-05-09,"闵行区","isolation",315
2022-05-09,"宝山区","isolation",137
2022-05-09,"嘉定区","isolation",130
2022-05-09,"金山区","isolation",1
2022-05-09,"松江区","isolation",19
2022-05-09,"青浦区","isolation",53
2022-05-09,"奉贤区","isolation",5
2022-05-09,"崇明区","isolation",6
2022-05-09,"浦东新区","screen",1
2022-05-09,"黄浦区","screen",1
2022-05-09,"静安区","screen",1
2022-05-09,"嘉定区","screen",1
2022-05-09,"青浦区","screen",1
