"date","district","group","n"
"2022-04-30","浦东新区","isolation",15
"2022-04-30","黄浦区","isolation",1
"2022-04-30","徐汇区","isolation",10
"2022-04-30","长宁区","isolation",1
"2022-04-30","静安区","isolation",17
"2022-04-30","普陀区","isolation",5
"2022-04-30","虹口区","isolation",11
"2022-04-30","杨浦区","isolation",2
"2022-04-30","闵行区","isolation",3
"2022-04-30","宝山区","isolation",24
"2022-04-30","嘉定区","isolation",3
"2022-04-30","松江区","isolation",10
"2022-04-30","青浦区","isolation",2
"2022-04-30","奉贤区","isolation",1
"2022-04-30","浦东新区","asym",22
"2022-04-30","黄浦区","asym",109
"2022-04-30","徐汇区","asym",126
"2022-04-30","长宁区","asym",39
"2022-04-30","静安区","asym",93
"2022-04-30","普陀区","asym",22
"2022-04-30","虹口区","asym",36
"2022-04-30","杨浦区","asym",20
"2022-04-30","闵行区","asym",50
"2022-04-30","宝山区","asym",88
"2022-04-30","嘉定区","asym",38
"2022-04-30","松江区","asym",19
"2022-04-30","青浦区","asym",19
"2022-04-30","奉贤区","asym",1
"2022-04-30","崇明区","asym",1
