"date","district","group","n"
2022-05-15,"黄浦区","isolation",1
2022-05-15,"徐汇区","isolation",1
2022-05-15,"静安区","isolation",8
2022-05-15,"虹口区","isolation",12
2022-05-15,"杨浦区","isolation",1
2022-05-15,"宝山区","isolation",2
2022-05-15,"嘉定区","isolation",2
2022-05-15,"浦东新区","asym",3
2022-05-15,"黄浦区","asym",9
2022-05-15,"徐汇区","asym",3
2022-05-15,"静安区","asym",2
2022-05-15,"普陀区","asym",2
2022-05-15,"杨浦区","asym",9
2022-05-15,"宝山区","asym",3
2022-05-15,"嘉定区","asym",8
2022-05-15,"金山区","asym",1
2022-05-15,"松江区","asym",1
2022-05-15,"青浦区","asym",1
