"date","district","group","n"
"2022-04-10","浦东新区","isolation",6169
"2022-04-10","黄浦区","isolation",1564
"2022-04-10","徐汇区","isolation",2922
"2022-04-10","长宁区","isolation",376
"2022-04-10","静安区","isolation",560
"2022-04-10","普陀区","isolation",942
"2022-04-10","虹口区","isolation",1206
"2022-04-10","杨浦区","isolation",1804
"2022-04-10","闵行区","isolation",3047
"2022-04-10","宝山区","isolation",1804
"2022-04-10","嘉定区","isolation",1324
"2022-04-10","金山区","isolation",38
"2022-04-10","松江区","isolation",1530
"2022-04-10","青浦区","isolation",868
"2022-04-10","奉贤区","isolation",23
"2022-04-10","崇明区","isolation",53
"2022-04-10","浦东新区","screen",351
"2022-04-10","黄浦区","screen",161
"2022-04-10","徐汇区","screen",235
"2022-04-10","长宁区","screen",6
"2022-04-10","静安区","screen",14
"2022-04-10","普陀区","screen",52
"2022-04-10","虹口区","screen",26
"2022-04-10","杨浦区","screen",12
"2022-04-10","闵行区","screen",40
"2022-04-10","宝山区","screen",14
"2022-04-10","嘉定区","screen",10
"2022-04-10","金山区","screen",4
"2022-04-10","松江区","screen",4
"2022-04-10","青浦区","screen",8
"2022-04-10","奉贤区","screen",4
"2022-04-10","崇明区","screen",2
