"date","district","group","n"
"2022-05-20","浦东新区","isolation",11
"2022-05-20","黄浦区","isolation",3
"2022-05-20","静安区","isolation",5
"2022-05-20","虹口区","isolation",4
"2022-05-20","杨浦区","isolation",11
"2022-05-20","嘉定区","isolation",1
"2022-05-20","浦东新区","asym",1
"2022-05-20","黄浦区","asym",5
"2022-05-20","静安区","asym",1
"2022-05-20","普陀区","asym",2
"2022-05-20","虹口区","asym",3
"2022-05-20","杨浦区","asym",29
"2022-05-20","闵行区","asym",1
"2022-05-20","宝山区","asym",2
"2022-05-20","嘉定区","asym",4
"2022-05-20","奉贤区","asym",1
