"date","district","group","n"
2022-05-11,"浦东新区","isolation",9
2022-05-11,"黄浦区","isolation",1
2022-05-11,"静安区","isolation",3
2022-05-11,"虹口区","isolation",13
2022-05-11,"宝山区","isolation",7
2022-05-11,"嘉定区","isolation",1
2022-05-11,"松江区","isolation",3
2022-05-11,"青浦区","isolation",1
2022-05-11,"浦东新区","asym",1
2022-05-11,"黄浦区","asym",18
2022-05-11,"徐汇区","asym",9
2022-05-11,"长宁区","asym",1
2022-05-11,"静安区","asym",9
2022-05-11,"普陀区","asym",2
2022-05-11,"虹口区","asym",5
2022-05-11,"杨浦区","asym",34
2022-05-11,"闵行区","asym",3
2022-05-11,"宝山区","asym",4
2022-05-11,"嘉定区","asym",17
2022-05-11,"松江区","asym",1
2022-05-11,"青浦区","asym",2
