"date","district","group","n"
2022-05-10,"浦东新区","isolation",3
2022-05-10,"黄浦区","isolation",3
2022-05-10,"徐汇区","isolation",2
2022-05-10,"静安区","isolation",5
2022-05-10,"虹口区","isolation",12
2022-05-10,"杨浦区","isolation",1
2022-05-10,"宝山区","isolation",1
2022-05-10,"嘉定区","isolation",1
2022-05-10,"松江区","isolation",2
2022-05-10,"浦东新区","asym",13
2022-05-10,"黄浦区","asym",16
2022-05-10,"徐汇区","asym",21
2022-05-10,"长宁区","asym",2
2022-05-10,"静安区","asym",23
2022-05-10,"普陀区","asym",5
2022-05-10,"虹口区","asym",36
2022-05-10,"杨浦区","asym",31
2022-05-10,"闵行区","asym",7
2022-05-10,"宝山区","asym",10
2022-05-10,"嘉定区","asym",19
2022-05-10,"松江区","asym",4
2022-05-10,"青浦区","asym",11
