"date","district","group","n"
"2022-04-30","浦东新区","isolation",1588
"2022-04-30","黄浦区","isolation",1046
"2022-04-30","徐汇区","isolation",352
"2022-04-30","长宁区","isolation",141
"2022-04-30","静安区","isolation",886
"2022-04-30","普陀区","isolation",87
"2022-04-30","虹口区","isolation",544
"2022-04-30","杨浦区","isolation",320
"2022-04-30","闵行区","isolation",378
"2022-04-30","宝山区","isolation",1021
"2022-04-30","嘉定区","isolation",218
"2022-04-30","金山区","isolation",11
"2022-04-30","松江区","isolation",76
"2022-04-30","青浦区","isolation",107
"2022-04-30","奉贤区","isolation",2
"2022-04-30","崇明区","isolation",307
