"date","district","group","n"
2022-05-03,"浦东新区","isolation",33
2022-05-03,"黄浦区","isolation",1
2022-05-03,"徐汇区","isolation",5
2022-05-03,"长宁区","isolation",2
2022-05-03,"静安区","isolation",9
2022-05-03,"普陀区","isolation",3
2022-05-03,"虹口区","isolation",3
2022-05-03,"杨浦区","isolation",6
2022-05-03,"闵行区","isolation",3
2022-05-03,"宝山区","isolation",16
2022-05-03,"松江区","isolation",27
2022-05-03,"松江区","screen",1
2022-05-03,"浦东新区","asym",16
2022-05-03,"黄浦区","asym",26
2022-05-03,"徐汇区","asym",21
2022-05-03,"长宁区","asym",4
2022-05-03,"静安区","asym",8
2022-05-03,"普陀区","asym",5
2022-05-03,"虹口区","asym",8
2022-05-03,"杨浦区","asym",21
2022-05-03,"闵行区","asym",12
2022-05-03,"宝山区","asym",18
2022-05-03,"嘉定区","asym",4
2022-05-03,"松江区","asym",6
2022-05-03,"青浦区","asym",2
