"date","district","group","n"
2022-05-19,"浦东新区","isolation",69
2022-05-19,"黄浦区","isolation",53
2022-05-19,"徐汇区","isolation",37
2022-05-19,"长宁区","isolation",27
2022-05-19,"静安区","isolation",142
2022-05-19,"普陀区","isolation",20
2022-05-19,"虹口区","isolation",120
2022-05-19,"杨浦区","isolation",203
2022-05-19,"闵行区","isolation",32
2022-05-19,"宝山区","isolation",38
2022-05-19,"嘉定区","isolation",2
2022-05-19,"金山区","isolation",1
2022-05-19,"松江区","isolation",9
2022-05-19,"青浦区","isolation",14
2022-05-19,"青浦区","screen",3
