"date","district","group","n"
2022-04-24,"浦东新区","isolation",5255
2022-04-24,"黄浦区","isolation",1437
2022-04-24,"徐汇区","isolation",1159
2022-04-24,"长宁区","isolation",671
2022-04-24,"静安区","isolation",1546
2022-04-24,"普陀区","isolation",431
2022-04-24,"虹口区","isolation",542
2022-04-24,"杨浦区","isolation",1138
2022-04-24,"闵行区","isolation",1070
2022-04-24,"宝山区","isolation",2356
2022-04-24,"嘉定区","isolation",466
2022-04-24,"金山区","isolation",67
2022-04-24,"松江区","isolation",382
2022-04-24,"青浦区","isolation",240
2022-04-24,"奉贤区","isolation",7
2022-04-24,"崇明区","isolation",68
2022-04-24,"浦东新区","screen",52
2022-04-24,"黄浦区","screen",1
2022-04-24,"徐汇区","screen",9
2022-04-24,"长宁区","screen",2
2022-04-24,"静安区","screen",14
2022-04-24,"普陀区","screen",3
2022-04-24,"虹口区","screen",7
2022-04-24,"杨浦区","screen",22
2022-04-24,"闵行区","screen",16
2022-04-24,"宝山区","screen",15
2022-04-24,"嘉定区","screen",3
2022-04-24,"金山区","screen",1
2022-04-24,"青浦区","screen",3
