"date","district","group","n"
2022-04-26,"浦东新区","isolation",78
2022-04-26,"黄浦区","isolation",24
2022-04-26,"徐汇区","isolation",30
2022-04-26,"长宁区","isolation",25
2022-04-26,"静安区","isolation",25
2022-04-26,"普陀区","isolation",23
2022-04-26,"虹口区","isolation",12
2022-04-26,"杨浦区","isolation",24
2022-04-26,"闵行区","isolation",48
2022-04-26,"宝山区","isolation",19
2022-04-26,"嘉定区","isolation",23
2022-04-26,"金山区","isolation",1
2022-04-26,"青浦区","isolation",5
2022-04-26,"奉贤区","isolation",1
2022-04-26,"崇明区","isolation",2
2022-04-26,"浦东新区","screen",5
2022-04-26,"徐汇区","screen",1
2022-04-26,"静安区","screen",6
2022-04-26,"宝山区","screen",1
2022-04-26,"浦东新区","asym",123
2022-04-26,"黄浦区","asym",277
2022-04-26,"徐汇区","asym",142
2022-04-26,"长宁区","asym",39
2022-04-26,"静安区","asym",114
2022-04-26,"普陀区","asym",81
2022-04-26,"虹口区","asym",25
2022-04-26,"杨浦区","asym",23
2022-04-26,"闵行区","asym",23
2022-04-26,"宝山区","asym",275
2022-04-26,"嘉定区","asym",66
2022-04-26,"金山区","asym",1
2022-04-26,"松江区","asym",29
2022-04-26,"青浦区","asym",22
2022-04-26,"奉贤区","asym",1
2022-04-26,"崇明区","asym",12
