"date","district","group","n"
"2022-04-20","浦东新区","isolation",3605
"2022-04-20","黄浦区","isolation",2809
"2022-04-20","徐汇区","isolation",1234
"2022-04-20","长宁区","isolation",590
"2022-04-20","静安区","isolation",963
"2022-04-20","普陀区","isolation",485
"2022-04-20","虹口区","isolation",726
"2022-04-20","杨浦区","isolation",1792
"2022-04-20","闵行区","isolation",1388
"2022-04-20","宝山区","isolation",718
"2022-04-20","嘉定区","isolation",556
"2022-04-20","金山区","isolation",8
"2022-04-20","松江区","isolation",505
"2022-04-20","青浦区","isolation",157
"2022-04-20","奉贤区","isolation",26
"2022-04-20","崇明区","isolation",57
"2022-04-20","浦东新区","screen",104
"2022-04-20","黄浦区","screen",36
"2022-04-20","徐汇区","screen",22
"2022-04-20","长宁区","screen",13
"2022-04-20","静安区","screen",3
"2022-04-20","普陀区","screen",21
"2022-04-20","虹口区","screen",4
"2022-04-20","杨浦区","screen",11
"2022-04-20","闵行区","screen",7
"2022-04-20","宝山区","screen",8
"2022-04-20","嘉定区","screen",3
"2022-04-20","金山区","screen",1
"2022-04-20","松江区","screen",6
"2022-04-20","青浦区","screen",3
