"date","district","group","n"
2022-05-01,"浦东新区","isolation",18
2022-05-01,"黄浦区","isolation",3
2022-05-01,"徐汇区","isolation",35
2022-05-01,"静安区","isolation",34
2022-05-01,"普陀区","isolation",5
2022-05-01,"虹口区","isolation",58
2022-05-01,"杨浦区","isolation",7
2022-05-01,"闵行区","isolation",5
2022-05-01,"宝山区","isolation",21
2022-05-01,"松江区","isolation",8
2022-05-01,"青浦区","isolation",3
2022-05-01,"崇明区","isolation",1
2022-05-01,"浦东新区","asym",114
2022-05-01,"黄浦区","asym",125
2022-05-01,"徐汇区","asym",36
2022-05-01,"长宁区","asym",33
2022-05-01,"静安区","asym",36
2022-05-01,"普陀区","asym",7
2022-05-01,"虹口区","asym",11
2022-05-01,"杨浦区","asym",28
2022-05-01,"闵行区","asym",24
2022-05-01,"宝山区","asym",73
2022-05-01,"嘉定区","asym",14
2022-05-01,"金山区","asym",2
2022-05-01,"松江区","asym",4
2022-05-01,"青浦区","asym",21
2022-05-01,"奉贤区","asym",1
