"date","district","group","n"
"2022-04-27","浦东新区","isolation",2362
"2022-04-27","黄浦区","isolation",1317
"2022-04-27","徐汇区","isolation",334
"2022-04-27","长宁区","isolation",170
"2022-04-27","静安区","isolation",1042
"2022-04-27","普陀区","isolation",268
"2022-04-27","虹口区","isolation",1001
"2022-04-27","杨浦区","isolation",466
"2022-04-27","闵行区","isolation",268
"2022-04-27","宝山区","isolation",1045
"2022-04-27","嘉定区","isolation",279
"2022-04-27","金山区","isolation",31
"2022-04-27","松江区","isolation",177
"2022-04-27","青浦区","isolation",204
"2022-04-27","奉贤区","isolation",3
"2022-04-27","崇明区","isolation",173
"2022-04-27","浦东新区","screen",97
"2022-04-27","徐汇区","screen",6
"2022-04-27","长宁区","screen",19
"2022-04-27","静安区","screen",15
"2022-04-27","普陀区","screen",9
"2022-04-27","虹口区","screen",22
"2022-04-27","闵行区","screen",2
"2022-04-27","宝山区","screen",18
"2022-04-27","松江区","screen",2
