"date","district","group","n"
"2022-05-02","浦东新区","isolation",1122
"2022-05-02","黄浦区","isolation",914
"2022-05-02","徐汇区","isolation",376
"2022-05-02","长宁区","isolation",141
"2022-05-02","静安区","isolation",594
"2022-05-02","普陀区","isolation",78
"2022-05-02","虹口区","isolation",348
"2022-05-02","杨浦区","isolation",354
"2022-05-02","闵行区","isolation",259
"2022-05-02","宝山区","isolation",591
"2022-05-02","嘉定区","isolation",275
"2022-05-02","金山区","isolation",7
"2022-05-02","松江区","isolation",39
"2022-05-02","青浦区","isolation",84
"2022-05-02","奉贤区","isolation",8
"2022-05-02","崇明区","isolation",134
"2022-05-02","浦东新区","screen",2
"2022-05-02","黄浦区","screen",43
"2022-05-02","徐汇区","screen",3
"2022-05-02","长宁区","screen",6
"2022-05-02","静安区","screen",2
"2022-05-02","宝山区","screen",12
"2022-05-02","奉贤区","screen",2
"2022-05-02","崇明区","screen",1
