"date","district","group","n"
"2022-05-07","浦东新区","isolation",641
"2022-05-07","黄浦区","isolation",575
"2022-05-07","徐汇区","isolation",288
"2022-05-07","长宁区","isolation",62
"2022-05-07","静安区","isolation",529
"2022-05-07","普陀区","isolation",51
"2022-05-07","虹口区","isolation",247
"2022-05-07","杨浦区","isolation",606
"2022-05-07","闵行区","isolation",213
"2022-05-07","宝山区","isolation",312
"2022-05-07","嘉定区","isolation",108
"2022-05-07","松江区","isolation",26
"2022-05-07","青浦区","isolation",31
"2022-05-07","奉贤区","isolation",9
"2022-05-07","崇明区","isolation",51
"2022-05-07","浦东新区","screen",6
"2022-05-07","徐汇区","screen",1
"2022-05-07","虹口区","screen",1
"2022-05-07","闵行区","screen",1
"2022-05-07","奉贤区","screen",2
