"date","district","group","n"
"2022-04-11","浦东新区","isolation",7537
"2022-04-11","黄浦区","isolation",2057
"2022-04-11","徐汇区","isolation",1678
"2022-04-11","长宁区","isolation",364
"2022-04-11","静安区","isolation",517
"2022-04-11","普陀区","isolation",1815
"2022-04-11","虹口区","isolation",1344
"2022-04-11","杨浦区","isolation",1382
"2022-04-11","闵行区","isolation",2911
"2022-04-11","宝山区","isolation",968
"2022-04-11","嘉定区","isolation",151
"2022-04-11","金山区","isolation",32
"2022-04-11","松江区","isolation",658
"2022-04-11","青浦区","isolation",316
"2022-04-11","奉贤区","isolation",64
"2022-04-11","崇明区","isolation",50
"2022-04-11","浦东新区","screen",276
"2022-04-11","黄浦区","screen",49
"2022-04-11","徐汇区","screen",45
"2022-04-11","长宁区","screen",4
"2022-04-11","静安区","screen",15
"2022-04-11","普陀区","screen",26
"2022-04-11","虹口区","screen",6
"2022-04-11","杨浦区","screen",8
"2022-04-11","闵行区","screen",28
"2022-04-11","宝山区","screen",9
"2022-04-11","嘉定区","screen",14
"2022-04-11","金山区","screen",3
"2022-04-11","松江区","screen",12
"2022-04-11","青浦区","screen",8
"2022-04-11","崇明区","screen",1
