"date","district","group","n"
"2022-04-25","浦东新区","isolation",26
"2022-04-25","黄浦区","isolation",54
"2022-04-25","徐汇区","isolation",36
"2022-04-25","长宁区","isolation",43
"2022-04-25","静安区","isolation",30
"2022-04-25","普陀区","isolation",38
"2022-04-25","虹口区","isolation",83
"2022-04-25","杨浦区","isolation",30
"2022-04-25","闵行区","isolation",27
"2022-04-25","宝山区","isolation",140
"2022-04-25","嘉定区","isolation",44
"2022-04-25","松江区","isolation",45
"2022-04-25","青浦区","isolation",42
"2022-04-25","奉贤区","isolation",1
"2022-04-25","崇明区","isolation",36
"2022-04-25","黄浦区","screen",1
"2022-04-25","静安区","screen",1
"2022-04-25","虹口区","screen",4
"2022-04-25","闵行区","screen",1
"2022-04-25","宝山区","screen",11
"2022-04-25","浦东新区","asym",266
"2022-04-25","黄浦区","asym",101
"2022-04-25","徐汇区","asym",173
"2022-04-25","长宁区","asym",54
"2022-04-25","静安区","asym",100
"2022-04-25","普陀区","asym",9
"2022-04-25","虹口区","asym",51
"2022-04-25","杨浦区","asym",35
"2022-04-25","闵行区","asym",33
"2022-04-25","宝山区","asym",65
"2022-04-25","嘉定区","asym",14
"2022-04-25","松江区","asym",63
"2022-04-25","青浦区","asym",2
"2022-04-25","奉贤区","asym",2
