"date","district","group","n"
2022-05-08,"浦东新区","isolation",656
2022-05-08,"黄浦区","isolation",442
2022-05-08,"徐汇区","isolation",283
2022-05-08,"长宁区","isolation",70
2022-05-08,"静安区","isolation",581
2022-05-08,"普陀区","isolation",44
2022-05-08,"虹口区","isolation",263
2022-05-08,"杨浦区","isolation",558
2022-05-08,"闵行区","isolation",216
2022-05-08,"宝山区","isolation",307
2022-05-08,"嘉定区","isolation",109
2022-05-08,"金山区","isolation",2
2022-05-08,"松江区","isolation",22
2022-05-08,"青浦区","isolation",48
2022-05-08,"奉贤区","isolation",2
2022-05-08,"崇明区","isolation",13
2022-05-08,"浦东新区","screen",2
2022-05-08,"徐汇区","screen",1
2022-05-08,"静安区","screen",1
2022-05-08,"松江区","screen",5
