"date","district","group","n"
"2022-04-21","浦东新区","isolation",4226
"2022-04-21","黄浦区","isolation",1556
"2022-04-21","徐汇区","isolation",981
"2022-04-21","长宁区","isolation",404
"2022-04-21","静安区","isolation",1906
"2022-04-21","普陀区","isolation",389
"2022-04-21","虹口区","isolation",780
"2022-04-21","杨浦区","isolation",482
"2022-04-21","闵行区","isolation",2383
"2022-04-21","宝山区","isolation",839
"2022-04-21","嘉定区","isolation",687
"2022-04-21","金山区","isolation",22
"2022-04-21","松江区","isolation",469
"2022-04-21","青浦区","isolation",311
"2022-04-21","奉贤区","isolation",20
"2022-04-21","崇明区","isolation",96
"2022-04-21","浦东新区","screen",20
"2022-04-21","黄浦区","screen",4
"2022-04-21","徐汇区","screen",38
"2022-04-21","长宁区","screen",7
"2022-04-21","静安区","screen",8
"2022-04-21","普陀区","screen",6
"2022-04-21","虹口区","screen",2
"2022-04-21","杨浦区","screen",7
"2022-04-21","闵行区","screen",27
"2022-04-21","宝山区","screen",3
"2022-04-21","嘉定区","screen",9
"2022-04-21","松江区","screen",2
"2022-04-21","青浦区","screen",14
