"date","district","group","n"
"2022-04-12","浦东新区","isolation",10539
"2022-04-12","黄浦区","isolation",1673
"2022-04-12","徐汇区","isolation",1020
"2022-04-12","长宁区","isolation",1036
"2022-04-12","静安区","isolation",913
"2022-04-12","普陀区","isolation",1057
"2022-04-12","虹口区","isolation",827
"2022-04-12","杨浦区","isolation",1091
"2022-04-12","闵行区","isolation",3947
"2022-04-12","宝山区","isolation",265
"2022-04-12","嘉定区","isolation",932
"2022-04-12","金山区","isolation",34
"2022-04-12","松江区","isolation",629
"2022-04-12","青浦区","isolation",456
"2022-04-12","奉贤区","isolation",30
"2022-04-12","崇明区","isolation",51
"2022-04-12","浦东新区","screen",318
"2022-04-12","黄浦区","screen",57
"2022-04-12","徐汇区","screen",32
"2022-04-12","长宁区","screen",7
"2022-04-12","静安区","screen",68
"2022-04-12","普陀区","screen",63
"2022-04-12","虹口区","screen",21
"2022-04-12","杨浦区","screen",8
"2022-04-12","闵行区","screen",18
"2022-04-12","宝山区","screen",14
"2022-04-12","嘉定区","screen",12
"2022-04-12","金山区","screen",2
"2022-04-12","松江区","screen",6
"2022-04-12","青浦区","screen",7
"2022-04-12","奉贤区","screen",2
"2022-04-12","崇明区","screen",6
