"date","district","group","n"
2022-04-18,"浦东新区","isolation",633
2022-04-18,"黄浦区","isolation",322
2022-04-18,"徐汇区","isolation",35
2022-04-18,"长宁区","isolation",69
2022-04-18,"静安区","isolation",179
2022-04-18,"普陀区","isolation",13
2022-04-18,"虹口区","isolation",120
2022-04-18,"杨浦区","isolation",57
2022-04-18,"闵行区","isolation",141
2022-04-18,"宝山区","isolation",94
2022-04-18,"嘉定区","isolation",62
2022-04-18,"金山区","isolation",3
2022-04-18,"松江区","isolation",123
2022-04-18,"青浦区","isolation",42
2022-04-18,"奉贤区","isolation",1
2022-04-18,"浦东新区","screen",54
2022-04-18,"黄浦区","screen",35
2022-04-18,"徐汇区","screen",16
2022-04-18,"长宁区","screen",15
2022-04-18,"静安区","screen",21
2022-04-18,"普陀区","screen",7
2022-04-18,"虹口区","screen",30
2022-04-18,"杨浦区","screen",1
2022-04-18,"闵行区","screen",6
2022-04-18,"宝山区","screen",9
2022-04-18,"嘉定区","screen",6
2022-04-18,"松江区","screen",1
2022-04-18,"青浦区","screen",12
2022-04-18,"崇明区","screen",3
2022-04-18,"浦东新区","asym",388
2022-04-18,"黄浦区","asym",5
2022-04-18,"徐汇区","asym",17
2022-04-18,"长宁区","asym",109
2022-04-18,"静安区","asym",3
2022-04-18,"普陀区","asym",1
2022-04-18,"虹口区","asym",83
2022-04-18,"杨浦区","asym",6
2022-04-18,"闵行区","asym",165
2022-04-18,"宝山区","asym",100
2022-04-18,"嘉定区","asym",4
2022-04-18,"松江区","asym",67
2022-04-18,"青浦区","asym",23
2022-04-18,"奉贤区","asym",1
2022-04-18,"崇明区","asym",2
