"date","district","group","n"
"2022-04-27","浦东新区","isolation",112
"2022-04-27","黄浦区","isolation",88
"2022-04-27","徐汇区","isolation",59
"2022-04-27","长宁区","isolation",9
"2022-04-27","静安区","isolation",19
"2022-04-27","普陀区","isolation",11
"2022-04-27","虹口区","isolation",33
"2022-04-27","杨浦区","isolation",35
"2022-04-27","闵行区","isolation",17
"2022-04-27","宝山区","isolation",19
"2022-04-27","嘉定区","isolation",4
"2022-04-27","金山区","isolation",2
"2022-04-27","松江区","isolation",2
"2022-04-27","青浦区","isolation",1
"2022-04-27","崇明区","isolation",21
"2022-04-27","徐汇区","screen",2
"2022-04-27","浦东新区","asym",422
"2022-04-27","黄浦区","asym",47
"2022-04-27","徐汇区","asym",151
"2022-04-27","长宁区","asym",10
"2022-04-27","静安区","asym",13
"2022-04-27","普陀区","asym",13
"2022-04-27","虹口区","asym",35
"2022-04-27","杨浦区","asym",25
"2022-04-27","闵行区","asym",34
"2022-04-27","宝山区","asym",33
"2022-04-27","嘉定区","asym",9
"2022-04-27","金山区","asym",8
"2022-04-27","松江区","asym",50
"2022-04-27","青浦区","asym",3
"2022-04-27","崇明区","asym",5
