"date","district","group","n"
"2022-04-29","浦东新区","isolation",42
"2022-04-29","黄浦区","isolation",8
"2022-04-29","徐汇区","isolation",50
"2022-04-29","长宁区","isolation",4
"2022-04-29","静安区","isolation",34
"2022-04-29","普陀区","isolation",32
"2022-04-29","虹口区","isolation",15
"2022-04-29","杨浦区","isolation",11
"2022-04-29","闵行区","isolation",8
"2022-04-29","宝山区","isolation",26
"2022-04-29","嘉定区","isolation",9
"2022-04-29","松江区","isolation",14
"2022-04-29","青浦区","isolation",11
"2022-04-29","浦东新区","asym",89
"2022-04-29","黄浦区","asym",242
"2022-04-29","徐汇区","asym",164
"2022-04-29","长宁区","asym",54
"2022-04-29","静安区","asym",90
"2022-04-29","普陀区","asym",23
"2022-04-29","虹口区","asym",7
"2022-04-29","杨浦区","asym",16
"2022-04-29","闵行区","asym",136
"2022-04-29","宝山区","asym",104
"2022-04-29","嘉定区","asym",13
"2022-04-29","金山区","asym",1
"2022-04-29","松江区","asym",10
"2022-04-29","青浦区","asym",35
"2022-04-29","奉贤区","asym",1
