"date","district","group","n"
2022-05-04,"浦东新区","isolation",837
2022-05-04,"黄浦区","isolation",742
2022-05-04,"徐汇区","isolation",315
2022-05-04,"长宁区","isolation",110
2022-05-04,"静安区","isolation",524
2022-05-04,"普陀区","isolation",88
2022-05-04,"虹口区","isolation",307
2022-05-04,"杨浦区","isolation",369
2022-05-04,"闵行区","isolation",260
2022-05-04,"宝山区","isolation",436
2022-05-04,"嘉定区","isolation",210
2022-05-04,"金山区","isolation",2
2022-05-04,"松江区","isolation",35
2022-05-04,"青浦区","isolation",66
2022-05-04,"奉贤区","isolation",1
2022-05-04,"崇明区","isolation",55
2022-05-04,"浦东新区","screen",2
2022-05-04,"黄浦区","screen",12
2022-05-04,"徐汇区","screen",2
2022-05-04,"长宁区","screen",6
2022-05-04,"静安区","screen",1
2022-05-04,"虹口区","screen",3
2022-05-04,"宝山区","screen",4
2022-05-04,"嘉定区","screen",1
2022-05-04,"松江区","screen",2
