"date","district","group","n"
"2022-04-20","浦东新区","isolation",575
"2022-04-20","黄浦区","isolation",207
"2022-04-20","徐汇区","isolation",118
"2022-04-20","长宁区","isolation",78
"2022-04-20","静安区","isolation",128
"2022-04-20","普陀区","isolation",27
"2022-04-20","虹口区","isolation",67
"2022-04-20","杨浦区","isolation",174
"2022-04-20","闵行区","isolation",239
"2022-04-20","宝山区","isolation",76
"2022-04-20","嘉定区","isolation",64
"2022-04-20","金山区","isolation",9
"2022-04-20","松江区","isolation",142
"2022-04-20","青浦区","isolation",60
"2022-04-20","奉贤区","isolation",5
"2022-04-20","崇明区","isolation",7
"2022-04-20","浦东新区","screen",26
"2022-04-20","黄浦区","screen",10
"2022-04-20","徐汇区","screen",18
"2022-04-20","长宁区","screen",35
"2022-04-20","静安区","screen",10
"2022-04-20","普陀区","screen",11
"2022-04-20","虹口区","screen",28
"2022-04-20","杨浦区","screen",5
"2022-04-20","闵行区","screen",26
"2022-04-20","宝山区","screen",20
"2022-04-20","嘉定区","screen",5
"2022-04-20","松江区","screen",1
"2022-04-20","青浦区","screen",4
"2022-04-20","浦东新区","asym",155
"2022-04-20","黄浦区","asym",35
"2022-04-20","徐汇区","asym",55
"2022-04-20","长宁区","asym",10
"2022-04-20","静安区","asym",26
"2022-04-20","普陀区","asym",11
"2022-04-20","虹口区","asym",7
"2022-04-20","杨浦区","asym",23
"2022-04-20","闵行区","asym",26
"2022-04-20","宝山区","asym",11
"2022-04-20","嘉定区","asym",13
"2022-04-20","金山区","asym",7
"2022-04-20","松江区","asym",22
"2022-04-20","青浦区","asym",56
"2022-04-20","奉贤区","asym",1
"2022-04-20","崇明区","asym",1
