"date","district","group","n"
"2022-04-14","浦东新区","isolation",10193
"2022-04-14","黄浦区","isolation",1715
"2022-04-14","徐汇区","isolation",984
"2022-04-14","长宁区","isolation",837
"2022-04-14","静安区","isolation",184
"2022-04-14","普陀区","isolation",208
"2022-04-14","虹口区","isolation",749
"2022-04-14","杨浦区","isolation",767
"2022-04-14","闵行区","isolation",2095
"2022-04-14","宝山区","isolation",366
"2022-04-14","嘉定区","isolation",600
"2022-04-14","金山区","isolation",5
"2022-04-14","松江区","isolation",577
"2022-04-14","青浦区","isolation",172
"2022-04-14","奉贤区","isolation",13
"2022-04-14","崇明区","isolation",29
"2022-04-14","浦东新区","screen",211
"2022-04-14","黄浦区","screen",30
"2022-04-14","徐汇区","screen",65
"2022-04-14","长宁区","screen",13
"2022-04-14","静安区","screen",12
"2022-04-14","普陀区","screen",11
"2022-04-14","虹口区","screen",7
"2022-04-14","杨浦区","screen",2
"2022-04-14","闵行区","screen",9
"2022-04-14","宝山区","screen",1
"2022-04-14","嘉定区","screen",3
"2022-04-14","松江区","screen",6
"2022-04-14","青浦区","screen",4
"2022-04-14","奉贤区","screen",2
"2022-04-14","崇明区","screen",2
