"district","address","lng","lat","date"
"浦东新区","上海市浦东新区高桥镇南塘村龚家宅",121.5746809183,31.34539427690696,"2022-06-12"
"浦东新区","上海市浦东新区惠南镇三八新村",121.76625073836809,31.053755439016836,"2022-06-12"
"浦东新区","上海市浦东新区已对相关居住地落实终末消毒措施",121.55045460683195,31.227348292436346,"2022-06-12"
"静安区","上海市静安区芷江西路270弄",121.467501392988,31.26333705490724,"2022-06-12"
"静安区","上海市静安区已对相关居住地落实终末消毒措施",121.45343177276851,31.233844930401652,"2022-06-12"
"徐汇区","上海市徐汇区长乐路335号",121.46306223664934,31.226023249603827,"2022-06-12"
"徐汇区","上海市徐汇区长乐路337号",121.46266267035851,31.22593894771215,"2022-06-12"
"徐汇区","上海市徐汇区长乐路339弄",121.46219186844073,31.225695537153648,"2022-06-12"
"徐汇区","上海市徐汇区桂林路585号",121.42149243053069,31.185393989052553,"2022-06-12"
"徐汇区","上海市徐汇区罗城路700弄",121.4413512704398,31.155479194942767,"2022-06-12"
"徐汇区","上海市徐汇区乐山路10弄",121.43948980176201,31.20294717348723,"2022-06-12"
"徐汇区","上海市徐汇区梅陇三村",121.42363237391658,31.14370192010982,"2022-06-12"
"徐汇区","上海市徐汇区梅陇四村",121.42777356231757,31.142782434378194,"2022-06-12"
"徐汇区","上海市徐汇区陕西南路186弄",121.46304373155584,31.22519512690612,"2022-06-12"
"徐汇区","上海市徐汇区陕西南路188弄",121.46426003721633,31.225275878262565,"2022-06-12"
"徐汇区","上海市徐汇区已对相关居住地落实终末消毒措施",121.44339635276381,31.194556772822725,"2022-06-12"
"虹口区","上海市虹口区汶水东路690弄",121.47948874103535,31.295863477725057,"2022-06-12"
"虹口区","上海市虹口区车站北路24弄",121.51158645453457,31.269746698931357,"2022-06-12"
"虹口区","上海市虹口区大连西路165弄",121.50235313151971,31.281641992610272,"2022-06-12"
"杨浦区","上海市杨浦区国和路888弄",121.52920114761864,31.32381780206703,"2022-06-12"
"杨浦区","上海市杨浦区延吉六村",121.54291746428103,31.296134013725446,"2022-06-12"
"杨浦区","上海市杨浦区已对相关居住地落实终末消毒措施等",121.53251993732523,31.265524144657057,"2022-06-12"
"宝山区","上海市宝山区郁江巷路129弄",121.48439241115321,31.348321133712137,"2022-06-12"
"宝山区","上海市宝山区菊联路262弄",121.36067903394677,31.34827418075293,"2022-06-12"
"宝山区","上海市宝山区绥化路52弄",121.44158348241412,31.412395702095044,"2022-06-12"
"宝山区","上海市宝山区月浦七村",121.42973627002632,31.422753023910545,"2022-06-12"
"宝山区","上海市宝山区已对相关居住地落实终末消毒措施等",121.4965630135246,31.41027947347614,"2022-06-12"
"闵行区","上海市闵行区报春路863弄",121.3818754507602,31.12515855724963,"2022-06-12"
"闵行区","上海市闵行区平阳路59弄",121.41585295836961,31.14908366719565,"2022-06-12"
"闵行区","上海市闵行区普乐路665弄",121.42746194013617,31.12411971896687,"2022-06-12"
"闵行区","上海市闵行区新风村",121.55587740770403,31.04525028457103,"2022-06-12"
"闵行区","上海市闵行区已对相关居住地落实终末消毒措施等",121.38861193361008,31.118842580087428,"2022-06-12"
"青浦区","上海市青浦区芦潼村芦花自然村",121.0921394949634,30.996348027231317,"2022-06-12"
"崇明区","上海市崇明区跃进新村",121.23231072741815,31.818244015087522,"2022-06-12"
