"date","district","group","n"
"2022-04-06","浦东新区","isolation",7955
"2022-04-06","黄浦区","isolation",996
"2022-04-06","徐汇区","isolation",1059
"2022-04-06","长宁区","isolation",305
"2022-04-06","静安区","isolation",501
"2022-04-06","普陀区","isolation",990
"2022-04-06","虹口区","isolation",613
"2022-04-06","杨浦区","isolation",598
"2022-04-06","闵行区","isolation",2354
"2022-04-06","宝山区","isolation",634
"2022-04-06","嘉定区","isolation",1375
"2022-04-06","金山区","isolation",74
"2022-04-06","松江区","isolation",775
"2022-04-06","青浦区","isolation",464
"2022-04-06","奉贤区","isolation",272
"2022-04-06","崇明区","isolation",62
"2022-04-06","浦东新区","screen",351
"2022-04-06","黄浦区","screen",39
"2022-04-06","徐汇区","screen",29
"2022-04-06","长宁区","screen",14
"2022-04-06","静安区","screen",17
"2022-04-06","普陀区","screen",16
"2022-04-06","虹口区","screen",54
"2022-04-06","杨浦区","screen",20
"2022-04-06","闵行区","screen",34
"2022-04-06","宝山区","screen",17
"2022-04-06","嘉定区","screen",27
"2022-04-06","金山区","screen",2
"2022-04-06","松江区","screen",4
"2022-04-06","青浦区","screen",2
"2022-04-06","奉贤区","screen",6
"2022-04-06","崇明区","screen",1
