"date","district","group","n"
"2022-04-24","浦东新区","isolation",510
"2022-04-24","黄浦区","isolation",173
"2022-04-24","徐汇区","isolation",120
"2022-04-24","长宁区","isolation",63
"2022-04-24","静安区","isolation",107
"2022-04-24","普陀区","isolation",38
"2022-04-24","虹口区","isolation",97
"2022-04-24","杨浦区","isolation",51
"2022-04-24","闵行区","isolation",83
"2022-04-24","宝山区","isolation",123
"2022-04-24","嘉定区","isolation",125
"2022-04-24","松江区","isolation",35
"2022-04-24","青浦区","isolation",5
"2022-04-24","崇明区","isolation",27
"2022-04-24","浦东新区","screen",21
"2022-04-24","黄浦区","screen",2
"2022-04-24","徐汇区","screen",7
"2022-04-24","长宁区","screen",2
"2022-04-24","静安区","screen",6
"2022-04-24","虹口区","screen",4
"2022-04-24","杨浦区","screen",4
"2022-04-24","闵行区","screen",17
"2022-04-24","宝山区","screen",2
"2022-04-24","嘉定区","screen",4
"2022-04-24","浦东新区","asym",343
"2022-04-24","黄浦区","asym",142
"2022-04-24","徐汇区","asym",101
"2022-04-24","长宁区","asym",11
"2022-04-24","静安区","asym",29
"2022-04-24","普陀区","asym",5
"2022-04-24","虹口区","asym",5
"2022-04-24","杨浦区","asym",20
"2022-04-24","闵行区","asym",43
"2022-04-24","宝山区","asym",10
"2022-04-24","嘉定区","asym",3
"2022-04-24","松江区","asym",131
"2022-04-24","青浦区","asym",3
