"date","district","group","n"
"2022-05-17","浦东新区","isolation",8
"2022-05-17","黄浦区","isolation",1
"2022-05-17","静安区","isolation",1
"2022-05-17","虹口区","isolation",5
"2022-05-17","杨浦区","isolation",11
"2022-05-17","闵行区","isolation",1
"2022-05-17","宝山区","isolation",7
"2022-05-17","嘉定区","isolation",1
"2022-05-17","松江区","isolation",5
"2022-05-17","浦东新区","asym",3
"2022-05-17","黄浦区","asym",5
"2022-05-17","徐汇区","asym",4
"2022-05-17","长宁区","asym",2
"2022-05-17","静安区","asym",14
"2022-05-17","虹口区","asym",1
"2022-05-17","杨浦区","asym",14
"2022-05-17","闵行区","asym",1
"2022-05-17","宝山区","asym",2
"2022-05-17","嘉定区","asym",8
"2022-05-17","松江区","asym",2
