"date","district","group","n"
2022-05-14,"浦东新区","isolation",11
2022-05-14,"黄浦区","isolation",2
2022-05-14,"静安区","isolation",21
2022-05-14,"虹口区","isolation",2
2022-05-14,"杨浦区","isolation",7
2022-05-14,"闵行区","isolation",2
2022-05-14,"宝山区","isolation",8
2022-05-14,"嘉定区","isolation",2
2022-05-14,"浦东新区","asym",2
2022-05-14,"黄浦区","asym",16
2022-05-14,"徐汇区","asym",2
2022-05-14,"长宁区","asym",2
2022-05-14,"静安区","asym",6
2022-05-14,"普陀区","asym",2
2022-05-14,"虹口区","asym",1
2022-05-14,"杨浦区","asym",11
2022-05-14,"闵行区","asym",4
2022-05-14,"宝山区","asym",11
2022-05-14,"嘉定区","asym",50
2022-05-14,"青浦区","asym",2
2022-05-14,"奉贤区","asym",2
