"date","district","group","n"
"2022-04-21","浦东新区","isolation",378
"2022-04-21","黄浦区","isolation",150
"2022-04-21","徐汇区","isolation",258
"2022-04-21","长宁区","isolation",83
"2022-04-21","静安区","isolation",140
"2022-04-21","普陀区","isolation",86
"2022-04-21","虹口区","isolation",98
"2022-04-21","杨浦区","isolation",50
"2022-04-21","闵行区","isolation",135
"2022-04-21","宝山区","isolation",123
"2022-04-21","嘉定区","isolation",77
"2022-04-21","金山区","isolation",2
"2022-04-21","松江区","isolation",22
"2022-04-21","青浦区","isolation",54
"2022-04-21","奉贤区","isolation",10
"2022-04-21","崇明区","isolation",19
"2022-04-21","浦东新区","screen",17
"2022-04-21","黄浦区","screen",17
"2022-04-21","徐汇区","screen",12
"2022-04-21","长宁区","screen",1
"2022-04-21","静安区","screen",9
"2022-04-21","普陀区","screen",6
"2022-04-21","虹口区","screen",4
"2022-04-21","杨浦区","screen",3
"2022-04-21","闵行区","screen",18
"2022-04-21","宝山区","screen",10
"2022-04-21","嘉定区","screen",3
"2022-04-21","青浦区","screen",3
"2022-04-21","浦东新区","asym",14
"2022-04-21","黄浦区","asym",25
"2022-04-21","徐汇区","asym",77
"2022-04-21","长宁区","asym",1
"2022-04-21","静安区","asym",1
"2022-04-21","普陀区","asym",2
"2022-04-21","虹口区","asym",1
"2022-04-21","杨浦区","asym",1
"2022-04-21","宝山区","asym",3
"2022-04-21","金山区","asym",6
"2022-04-21","青浦区","asym",3
"2022-04-21","奉贤区","asym",4
"2022-04-21","崇明区","asym",5
