"date","district","group","n"
"2022-05-15","浦东新区","isolation",95
"2022-05-15","黄浦区","isolation",83
"2022-05-15","徐汇区","isolation",59
"2022-05-15","长宁区","isolation",15
"2022-05-15","静安区","isolation",69
"2022-05-15","普陀区","isolation",6
"2022-05-15","虹口区","isolation",57
"2022-05-15","杨浦区","isolation",321
"2022-05-15","闵行区","isolation",35
"2022-05-15","宝山区","isolation",78
"2022-05-15","嘉定区","isolation",25
"2022-05-15","金山区","isolation",3
"2022-05-15","松江区","isolation",13
"2022-05-15","青浦区","isolation",9
"2022-05-15","奉贤区","isolation",1
