"date","district","group","n"
2022-04-23,"浦东新区","isolation",202
2022-04-23,"黄浦区","isolation",42
2022-04-23,"徐汇区","isolation",77
2022-04-23,"长宁区","isolation",18
2022-04-23,"静安区","isolation",36
2022-04-23,"普陀区","isolation",29
2022-04-23,"虹口区","isolation",49
2022-04-23,"杨浦区","isolation",31
2022-04-23,"闵行区","isolation",72
2022-04-23,"宝山区","isolation",126
2022-04-23,"嘉定区","isolation",61
2022-04-23,"松江区","isolation",29
2022-04-23,"青浦区","isolation",19
2022-04-23,"崇明区","isolation",25
2022-04-23,"浦东新区","screen",3
2022-04-23,"黄浦区","screen",1
2022-04-23,"徐汇区","screen",7
2022-04-23,"静安区","screen",2
2022-04-23,"普陀区","screen",1
2022-04-23,"虹口区","screen",2
2022-04-23,"杨浦区","screen",6
2022-04-23,"闵行区","screen",6
2022-04-23,"宝山区","screen",7
2022-04-23,"嘉定区","screen",2
2022-04-23,"松江区","screen",1
2022-04-23,"青浦区","screen",6
2022-04-23,"浦东新区","asym",336
2022-04-23,"黄浦区","asym",53
2022-04-23,"徐汇区","asym",7
2022-04-23,"长宁区","asym",51
2022-04-23,"静安区","asym",2
2022-04-23,"普陀区","asym",9
2022-04-23,"虹口区","asym",31
2022-04-23,"杨浦区","asym",5
2022-04-23,"闵行区","asym",30
2022-04-23,"宝山区","asym",2
2022-04-23,"嘉定区","asym",10
2022-04-23,"松江区","asym",2
2022-04-23,"青浦区","asym",1
2022-04-23,"奉贤区","asym",1
2022-04-23,"崇明区","asym",1
