"date","district","group","n"
"2022-04-23","浦东新区","isolation",7026
"2022-04-23","黄浦区","isolation",1863
"2022-04-23","徐汇区","isolation",1617
"2022-04-23","长宁区","isolation",641
"2022-04-23","静安区","isolation",426
"2022-04-23","普陀区","isolation",439
"2022-04-23","虹口区","isolation",722
"2022-04-23","杨浦区","isolation",1217
"2022-04-23","闵行区","isolation",749
"2022-04-23","宝山区","isolation",2721
"2022-04-23","嘉定区","isolation",670
"2022-04-23","金山区","isolation",43
"2022-04-23","松江区","isolation",738
"2022-04-23","青浦区","isolation",361
"2022-04-23","奉贤区","isolation",7
"2022-04-23","崇明区","isolation",181
"2022-04-23","浦东新区","screen",59
"2022-04-23","徐汇区","screen",14
"2022-04-23","长宁区","screen",17
"2022-04-23","静安区","screen",5
"2022-04-23","虹口区","screen",15
"2022-04-23","杨浦区","screen",18
"2022-04-23","闵行区","screen",20
"2022-04-23","宝山区","screen",30
"2022-04-23","嘉定区","screen",8
"2022-04-23","金山区","screen",1
"2022-04-23","松江区","screen",3
"2022-04-23","青浦区","screen",37
"2022-04-23","奉贤区","screen",8
"2022-04-23","崇明区","screen",1
