"date","district","group","n"
"2022-04-29","浦东新区","isolation",1897
"2022-04-29","黄浦区","isolation",1149
"2022-04-29","徐汇区","isolation",388
"2022-04-29","长宁区","isolation",319
"2022-04-29","静安区","isolation",1143
"2022-04-29","普陀区","isolation",86
"2022-04-29","虹口区","isolation",993
"2022-04-29","杨浦区","isolation",740
"2022-04-29","闵行区","isolation",372
"2022-04-29","宝山区","isolation",1067
"2022-04-29","嘉定区","isolation",246
"2022-04-29","金山区","isolation",18
"2022-04-29","松江区","isolation",110
"2022-04-29","青浦区","isolation",110
"2022-04-29","奉贤区","isolation",25
"2022-04-29","崇明区","isolation",269
