"date","district","group","n"
2022-04-19,"浦东新区","isolation",4841
2022-04-19,"黄浦区","isolation",2693
2022-04-19,"徐汇区","isolation",1403
2022-04-19,"长宁区","isolation",563
2022-04-19,"静安区","isolation",1502
2022-04-19,"普陀区","isolation",423
2022-04-19,"虹口区","isolation",601
2022-04-19,"杨浦区","isolation",701
2022-04-19,"闵行区","isolation",1212
2022-04-19,"宝山区","isolation",916
2022-04-19,"嘉定区","isolation",629
2022-04-19,"金山区","isolation",8
2022-04-19,"松江区","isolation",265
2022-04-19,"青浦区","isolation",310
2022-04-19,"奉贤区","isolation",56
2022-04-19,"崇明区","isolation",55
2022-04-19,"浦东新区","screen",85
2022-04-19,"黄浦区","screen",23
2022-04-19,"徐汇区","screen",61
2022-04-19,"长宁区","screen",2
2022-04-19,"静安区","screen",26
2022-04-19,"普陀区","screen",5
2022-04-19,"虹口区","screen",4
2022-04-19,"杨浦区","screen",1
2022-04-19,"闵行区","screen",1
2022-04-19,"嘉定区","screen",10
2022-04-19,"松江区","screen",2
2022-04-19,"青浦区","screen",7
2022-04-19,"奉贤区","screen",2
