"date","district","group","n"
2022-05-11,"浦东新区","isolation",240
2022-05-11,"黄浦区","isolation",227
2022-05-11,"徐汇区","isolation",64
2022-05-11,"长宁区","isolation",39
2022-05-11,"静安区","isolation",158
2022-05-11,"普陀区","isolation",27
2022-05-11,"虹口区","isolation",84
2022-05-11,"杨浦区","isolation",131
2022-05-11,"闵行区","isolation",88
2022-05-11,"宝山区","isolation",118
2022-05-11,"嘉定区","isolation",72
2022-05-11,"金山区","isolation",3
2022-05-11,"松江区","isolation",10
2022-05-11,"青浦区","isolation",34
2022-05-11,"奉贤区","isolation",4
2022-05-11,"崇明区","isolation",4
2022-05-11,"徐汇区","screen",1
2022-05-11,"奉贤区","screen",1
