"date","district","group","n"
"2022-05-04","浦东新区","isolation",23
"2022-05-04","黄浦区","isolation",3
"2022-05-04","徐汇区","isolation",5
"2022-05-04","静安区","isolation",9
"2022-05-04","普陀区","isolation",2
"2022-05-04","虹口区","isolation",11
"2022-05-04","杨浦区","isolation",4
"2022-05-04","闵行区","isolation",3
"2022-05-04","宝山区","isolation",5
"2022-05-04","松江区","isolation",10
"2022-05-04","松江区","screen",1
"2022-05-04","浦东新区","asym",27
"2022-05-04","黄浦区","asym",18
"2022-05-04","徐汇区","asym",8
"2022-05-04","长宁区","asym",5
"2022-05-04","静安区","asym",11
"2022-05-04","普陀区","asym",1
"2022-05-04","虹口区","asym",5
"2022-05-04","杨浦区","asym",20
"2022-05-04","闵行区","asym",22
"2022-05-04","宝山区","asym",14
"2022-05-04","嘉定区","asym",4
"2022-05-04","金山区","asym",1
"2022-05-04","松江区","asym",44
"2022-05-04","青浦区","asym",4
"2022-05-04","崇明区","asym",1
