"date","district","group","n"
2022-04-25,"浦东新区","isolation",3571
2022-04-25,"黄浦区","isolation",2515
2022-04-25,"徐汇区","isolation",1122
2022-04-25,"长宁区","isolation",434
2022-04-25,"静安区","isolation",883
2022-04-25,"普陀区","isolation",367
2022-04-25,"虹口区","isolation",1122
2022-04-25,"杨浦区","isolation",1113
2022-04-25,"闵行区","isolation",650
2022-04-25,"宝山区","isolation",1546
2022-04-25,"嘉定区","isolation",465
2022-04-25,"金山区","isolation",22
2022-04-25,"松江区","isolation",528
2022-04-25,"青浦区","isolation",335
2022-04-25,"奉贤区","isolation",9
2022-04-25,"崇明区","isolation",438
2022-04-25,"浦东新区","screen",49
2022-04-25,"徐汇区","screen",10
2022-04-25,"长宁区","screen",3
2022-04-25,"静安区","screen",2
2022-04-25,"普陀区","screen",4
2022-04-25,"虹口区","screen",10
2022-04-25,"杨浦区","screen",66
2022-04-25,"闵行区","screen",6
2022-04-25,"宝山区","screen",24
2022-04-25,"嘉定区","screen",20
2022-04-25,"松江区","screen",5
