"date","district","group","n"
"2022-05-18","浦东新区","isolation",62
"2022-05-18","黄浦区","isolation",66
"2022-05-18","徐汇区","isolation",40
"2022-05-18","长宁区","isolation",17
"2022-05-18","静安区","isolation",56
"2022-05-18","普陀区","isolation",11
"2022-05-18","虹口区","isolation",67
"2022-05-18","杨浦区","isolation",190
"2022-05-18","闵行区","isolation",52
"2022-05-18","宝山区","isolation",43
"2022-05-18","嘉定区","isolation",8
"2022-05-18","金山区","isolation",9
"2022-05-18","松江区","isolation",13
"2022-05-18","青浦区","isolation",3
