"date","district","group","n"
2022-04-28,"浦东新区","isolation",95
2022-04-28,"黄浦区","isolation",26
2022-04-28,"徐汇区","isolation",43
2022-04-28,"长宁区","isolation",16
2022-04-28,"静安区","isolation",32
2022-04-28,"普陀区","isolation",18
2022-04-28,"虹口区","isolation",67
2022-04-28,"杨浦区","isolation",13
2022-04-28,"闵行区","isolation",21
2022-04-28,"宝山区","isolation",16
2022-04-28,"嘉定区","isolation",42
2022-04-28,"金山区","isolation",1
2022-04-28,"松江区","isolation",20
2022-04-28,"青浦区","isolation",5
2022-04-28,"奉贤区","isolation",1
2022-04-28,"崇明区","isolation",2
2022-04-28,"浦东新区","screen",5
2022-04-28,"静安区","screen",1
2022-04-28,"松江区","screen",1
2022-04-28,"浦东新区","asym",1356
2022-04-28,"黄浦区","asym",1344
2022-04-28,"徐汇区","asym",484
2022-04-28,"长宁区","asym",247
2022-04-28,"静安区","asym",316
2022-04-28,"普陀区","asym",78
2022-04-28,"虹口区","asym",402
2022-04-28,"杨浦区","asym",62
2022-04-28,"闵行区","asym",49
2022-04-28,"宝山区","asym",261
2022-04-28,"嘉定区","asym",90
2022-04-28,"金山区","asym",7
2022-04-28,"松江区","asym",231
2022-04-28,"青浦区","asym",132
2022-04-28,"奉贤区","asym",2
2022-04-28,"崇明区","asym",1
