"date","district","group","n"
"2022-05-09","浦东新区","isolation",14
"2022-05-09","黄浦区","isolation",5
"2022-05-09","徐汇区","isolation",12
"2022-05-09","静安区","isolation",7
"2022-05-09","普陀区","isolation",6
"2022-05-09","虹口区","isolation",12
"2022-05-09","杨浦区","isolation",9
"2022-05-09","闵行区","isolation",4
"2022-05-09","宝山区","isolation",7
"2022-05-09","嘉定区","isolation",1
"2022-05-09","松江区","isolation",1
"2022-05-09","浦东新区","asym",6
"2022-05-09","黄浦区","asym",31
"2022-05-09","徐汇区","asym",9
"2022-05-09","长宁区","asym",1
"2022-05-09","静安区","asym",15
"2022-05-09","普陀区","asym",1
"2022-05-09","虹口区","asym",19
"2022-05-09","杨浦区","asym",19
"2022-05-09","闵行区","asym",9
"2022-05-09","宝山区","asym",18
"2022-05-09","嘉定区","asym",16
"2022-05-09","松江区","asym",6
"2022-05-09","青浦区","asym",2
"2022-05-09","奉贤区","asym",1
"2022-05-09","崇明区","asym",3
