"date","district","group","n"
"2022-05-16","浦东新区","isolation",86
"2022-05-16","黄浦区","isolation",79
"2022-05-16","徐汇区","isolation",52
"2022-05-16","长宁区","isolation",24
"2022-05-16","静安区","isolation",48
"2022-05-16","普陀区","isolation",8
"2022-05-16","虹口区","isolation",47
"2022-05-16","杨浦区","isolation",240
"2022-05-16","闵行区","isolation",39
"2022-05-16","宝山区","isolation",71
"2022-05-16","嘉定区","isolation",18
"2022-05-16","金山区","isolation",5
"2022-05-16","松江区","isolation",9
"2022-05-16","青浦区","isolation",19
"2022-05-16","奉贤区","isolation",1
