"date","district","group","n"
"2022-05-16","浦东新区","isolation",2
"2022-05-16","黄浦区","isolation",1
"2022-05-16","静安区","isolation",5
"2022-05-16","虹口区","isolation",2
"2022-05-16","杨浦区","isolation",13
"2022-05-16","闵行区","isolation",1
"2022-05-16","宝山区","isolation",5
"2022-05-16","松江区","isolation",1
"2022-05-16","青浦区","isolation",1
"2022-05-16","浦东新区","asym",1
"2022-05-16","黄浦区","asym",9
"2022-05-16","静安区","asym",9
"2022-05-16","普陀区","asym",2
"2022-05-16","杨浦区","asym",4
"2022-05-16","闵行区","asym",8
"2022-05-16","宝山区","asym",2
"2022-05-16","嘉定区","asym",9
"2022-05-16","金山区","asym",1
"2022-05-16","松江区","asym",1
