"date","district","group","n"
2022-04-19,"浦东新区","isolation",464
2022-04-19,"黄浦区","isolation",257
2022-04-19,"徐汇区","isolation",107
2022-04-19,"长宁区","isolation",36
2022-04-19,"静安区","isolation",182
2022-04-19,"普陀区","isolation",77
2022-04-19,"虹口区","isolation",122
2022-04-19,"杨浦区","isolation",26
2022-04-19,"闵行区","isolation",270
2022-04-19,"宝山区","isolation",35
2022-04-19,"嘉定区","isolation",80
2022-04-19,"松江区","isolation",57
2022-04-19,"青浦区","isolation",67
2022-04-19,"崇明区","isolation",20
2022-04-19,"浦东新区","screen",61
2022-04-19,"黄浦区","screen",15
2022-04-19,"徐汇区","screen",34
2022-04-19,"长宁区","screen",4
2022-04-19,"静安区","screen",13
2022-04-19,"普陀区","screen",7
2022-04-19,"虹口区","screen",12
2022-04-19,"杨浦区","screen",2
2022-04-19,"闵行区","screen",8
2022-04-19,"宝山区","screen",4
2022-04-19,"青浦区","screen",1
2022-04-19,"浦东新区","asym",195
2022-04-19,"黄浦区","asym",96
2022-04-19,"徐汇区","asym",3
2022-04-19,"长宁区","asym",13
2022-04-19,"静安区","asym",10
2022-04-19,"普陀区","asym",16
2022-04-19,"虹口区","asym",14
2022-04-19,"杨浦区","asym",36
2022-04-19,"闵行区","asym",111
2022-04-19,"宝山区","asym",2
2022-04-19,"嘉定区","asym",24
2022-04-19,"金山区","asym",1
2022-04-19,"松江区","asym",1
2022-04-19,"青浦区","asym",4
2022-04-19,"奉贤区","asym",2
2022-04-19,"崇明区","asym",5
