"date","district","group","n"
2022-05-13,"浦东新区","isolation",7
2022-05-13,"黄浦区","isolation",2
2022-05-13,"徐汇区","isolation",1
2022-05-13,"静安区","isolation",12
2022-05-13,"普陀区","isolation",1
2022-05-13,"虹口区","isolation",14
2022-05-13,"杨浦区","isolation",2
2022-05-13,"闵行区","isolation",4
2022-05-13,"宝山区","isolation",7
2022-05-13,"嘉定区","isolation",3
2022-05-13,"松江区","isolation",1
2022-05-13,"浦东新区","asym",8
2022-05-13,"黄浦区","asym",22
2022-05-13,"徐汇区","asym",22
2022-05-13,"静安区","asym",22
2022-05-13,"普陀区","asym",3
2022-05-13,"虹口区","asym",3
2022-05-13,"杨浦区","asym",16
2022-05-13,"闵行区","asym",8
2022-05-13,"宝山区","asym",2
2022-05-13,"嘉定区","asym",23
2022-05-13,"松江区","asym",2
2022-05-13,"青浦区","asym",9
