"date","district","group","n"
"2022-05-20","浦东新区","isolation",66
"2022-05-20","黄浦区","isolation",42
"2022-05-20","徐汇区","isolation",41
"2022-05-20","长宁区","isolation",18
"2022-05-20","静安区","isolation",81
"2022-05-20","普陀区","isolation",18
"2022-05-20","虹口区","isolation",135
"2022-05-20","杨浦区","isolation",291
"2022-05-20","闵行区","isolation",35
"2022-05-20","宝山区","isolation",34
"2022-05-20","嘉定区","isolation",4
"2022-05-20","金山区","isolation",1
"2022-05-20","松江区","isolation",6
"2022-05-20","青浦区","isolation",12
