"date","district","group","n"
2022-05-05,"浦东新区","isolation",645
2022-05-05,"黄浦区","isolation",733
2022-05-05,"徐汇区","isolation",313
2022-05-05,"长宁区","isolation",84
2022-05-05,"静安区","isolation",483
2022-05-05,"普陀区","isolation",78
2022-05-05,"虹口区","isolation",251
2022-05-05,"杨浦区","isolation",362
2022-05-05,"闵行区","isolation",226
2022-05-05,"宝山区","isolation",479
2022-05-05,"嘉定区","isolation",192
2022-05-05,"金山区","isolation",1
2022-05-05,"松江区","isolation",41
2022-05-05,"青浦区","isolation",56
2022-05-05,"奉贤区","isolation",10
2022-05-05,"崇明区","isolation",47
2022-05-05,"浦东新区","screen",4
2022-05-05,"黄浦区","screen",4
2022-05-05,"徐汇区","screen",1
2022-05-05,"长宁区","screen",2
2022-05-05,"静安区","screen",2
2022-05-05,"虹口区","screen",1
2022-05-05,"杨浦区","screen",2
2022-05-05,"宝山区","screen",2
2022-05-05,"松江区","screen",4
2022-05-05,"奉贤区","screen",1
