"date","district","group","n"
2022-05-05,"浦东新区","isolation",17
2022-05-05,"黄浦区","isolation",3
2022-05-05,"徐汇区","isolation",2
2022-05-05,"静安区","isolation",8
2022-05-05,"虹口区","isolation",12
2022-05-05,"杨浦区","isolation",3
2022-05-05,"闵行区","isolation",2
2022-05-05,"宝山区","isolation",8
2022-05-05,"嘉定区","isolation",3
2022-05-05,"松江区","isolation",5
2022-05-05,"崇明区","isolation",1
2022-05-05,"浦东新区","asym",11
2022-05-05,"黄浦区","asym",32
2022-05-05,"徐汇区","asym",7
2022-05-05,"长宁区","asym",1
2022-05-05,"静安区","asym",22
2022-05-05,"普陀区","asym",1
2022-05-05,"虹口区","asym",3
2022-05-05,"杨浦区","asym",44
2022-05-05,"闵行区","asym",7
2022-05-05,"宝山区","asym",11
2022-05-05,"嘉定区","asym",6
2022-05-05,"金山区","asym",1
2022-05-05,"松江区","asym",33
2022-05-05,"崇明区","asym",2
