"date","district","group","n"
"2022-04-15","浦东新区","isolation",8811
"2022-04-15","黄浦区","isolation",1120
"2022-04-15","徐汇区","isolation",1388
"2022-04-15","长宁区","isolation",486
"2022-04-15","静安区","isolation",322
"2022-04-15","普陀区","isolation",341
"2022-04-15","虹口区","isolation",1207
"2022-04-15","杨浦区","isolation",1134
"2022-04-15","闵行区","isolation",1727
"2022-04-15","宝山区","isolation",1248
"2022-04-15","嘉定区","isolation",558
"2022-04-15","金山区","isolation",10
"2022-04-15","松江区","isolation",567
"2022-04-15","青浦区","isolation",394
"2022-04-15","奉贤区","isolation",81
"2022-04-15","崇明区","isolation",34
"2022-04-15","浦东新区","screen",329
"2022-04-15","黄浦区","screen",18
"2022-04-15","徐汇区","screen",24
"2022-04-15","长宁区","screen",33
"2022-04-15","静安区","screen",19
"2022-04-15","普陀区","screen",19
"2022-04-15","虹口区","screen",3
"2022-04-15","杨浦区","screen",2
"2022-04-15","闵行区","screen",9
"2022-04-15","宝山区","screen",1
"2022-04-15","嘉定区","screen",10
"2022-04-15","松江区","screen",8
"2022-04-15","青浦区","screen",11
"2022-04-15","奉贤区","screen",2
"2022-04-15","崇明区","screen",7
