"date","district","group","n"
"2022-05-14","浦东新区","isolation",137
"2022-05-14","黄浦区","isolation",168
"2022-05-14","徐汇区","isolation",87
"2022-05-14","长宁区","isolation",48
"2022-05-14","静安区","isolation",116
"2022-05-14","普陀区","isolation",26
"2022-05-14","虹口区","isolation",64
"2022-05-14","杨浦区","isolation",303
"2022-05-14","闵行区","isolation",75
"2022-05-14","宝山区","isolation",98
"2022-05-14","嘉定区","isolation",32
"2022-05-14","金山区","isolation",16
"2022-05-14","松江区","isolation",6
"2022-05-14","青浦区","isolation",26
"2022-05-14","崇明区","isolation",1
