"date","district","case_isolation","case_screen","case_asym","asym_isolation","asym_screen","case","asym","pos","pos_real","cum_case_isolation","cum_case_screen","cum_case_asym","cum_case","cum_asym_isolation","cum_asym_screen","cum_asym","cum_pos","cum_pos_real"
"2022-03-21","奉贤区",1,0,0,18,3,1,21,22,22,2,1,0,3,46,15,61,64,64
"2022-03-22","奉贤区",0,0,0,7,1,0,8,8,8,2,1,0,3,53,16,69,72,72
"2022-03-23","奉贤区",1,0,0,11,0,1,11,12,12,3,1,0,4,64,16,80,84,84
"2022-03-24","奉贤区",0,0,0,18,6,0,24,24,24,3,1,0,4,82,22,104,108,108
"2022-03-25","奉贤区",0,0,0,0,0,0,0,0,0,3,1,0,4,82,22,104,108,108
"2022-03-26","奉贤区",0,0,0,81,3,0,84,84,84,3,1,0,4,163,25,188,192,192
"2022-03-27","奉贤区",0,0,0,40,5,0,45,45,45,3,1,0,4,203,30,233,237,237
"2022-03-28","奉贤区",0,0,0,100,15,0,115,115,115,3,1,0,4,303,45,348,352,352
"2022-03-29","奉贤区",0,1,0,77,18,1,95,96,96,3,2,0,5,380,63,443,448,448
"2022-03-30","奉贤区",0,4,3,63,60,7,123,130,127,3,6,3,12,443,123,566,578,575
"2022-03-31","奉贤区",0,5,0,173,5,5,178,183,183,3,11,3,17,616,128,744,761,758
"2022-04-01","奉贤区",0,2,0,156,3,2,159,161,161,3,13,3,19,772,131,903,922,919
"2022-04-02","奉贤区",1,5,2,146,3,8,149,157,155,4,18,5,27,918,134,1052,1079,1074
"2022-04-03","奉贤区",0,3,1,105,10,4,115,119,118,4,21,6,31,1023,144,1167,1198,1192
"2022-04-04","奉贤区",0,2,0,60,2,2,62,64,64,4,23,6,33,1083,146,1229,1262,1256
"2022-04-05","奉贤区",0,2,0,138,4,2,142,144,144,4,25,6,35,1221,150,1371,1406,1400
"2022-04-06","奉贤区",0,0,0,272,6,0,278,278,278,4,25,6,35,1493,156,1649,1684,1678
"2022-04-07","奉贤区",26,1,4,60,1,31,61,92,88,30,26,10,66,1553,157,1710,1776,1766
"2022-04-08","奉贤区",0,1,11,83,2,12,85,97,86,30,27,21,78,1636,159,1795,1873,1852
"2022-04-09","奉贤区",0,1,12,106,5,13,111,124,112,30,28,33,91,1742,164,1906,1997,1964
"2022-04-10","奉贤区",8,3,0,23,4,11,27,38,38,38,31,33,102,1765,168,1933,2035,2002
"2022-04-11","奉贤区",0,0,4,64,0,4,64,68,64,38,31,37,106,1829,168,1997,2103,2066
"2022-04-12","奉贤区",0,1,0,30,2,1,32,33,33,38,32,37,107,1859,170,2029,2136,2099
"2022-04-13","奉贤区",1,1,0,79,2,2,81,83,83,39,33,37,109,1938,172,2110,2219,2182
"2022-04-14","奉贤区",17,2,1,13,2,20,15,35,34,56,35,38,129,1951,174,2125,2254,2216
"2022-04-15","奉贤区",21,2,0,81,2,23,83,106,106,77,37,38,152,2032,176,2208,2360,2322
"2022-04-16","奉贤区",20,0,3,27,1,23,28,51,48,97,37,41,175,2059,177,2236,2411,2370
"2022-04-17","奉贤区",1,0,0,14,5,1,19,20,20,98,37,41,176,2073,182,2255,2431,2390
"2022-04-18","奉贤区",1,0,1,12,0,2,12,14,13,99,37,42,178,2085,182,2267,2445,2403
"2022-04-19","奉贤区",0,0,2,56,2,2,58,60,58,99,37,44,180,2141,184,2325,2505,2461
"2022-04-20","奉贤区",5,0,1,26,0,6,26,32,31,104,37,45,186,2167,184,2351,2537,2492
"2022-04-21","奉贤区",10,0,4,20,0,14,20,34,30,114,37,49,200,2187,184,2371,2571,2522
"2022-04-22","奉贤区",5,0,1,2,0,6,2,8,7,119,37,50,206,2189,184,2373,2579,2529
"2022-04-23","奉贤区",0,0,1,7,8,1,15,16,15,119,37,51,207,2196,192,2388,2595,2544
"2022-04-24","奉贤区",0,0,0,7,0,0,7,7,7,119,37,51,207,2203,192,2395,2602,2551
"2022-04-25","奉贤区",1,0,2,9,0,3,9,12,10,120,37,53,210,2212,192,2404,2614,2561
"2022-04-26","奉贤区",1,0,1,11,0,2,11,13,12,121,37,54,212,2223,192,2415,2627,2573
"2022-04-27","奉贤区",0,0,0,3,0,0,3,3,3,121,37,54,212,2226,192,2418,2630,2576
"2022-04-28","奉贤区",1,0,2,3,0,3,3,6,4,122,37,56,215,2229,192,2421,2636,2580
"2022-04-29","奉贤区",0,0,1,25,0,1,25,26,25,122,37,57,216,2254,192,2446,2662,2605
"2022-04-30","奉贤区",1,0,1,2,0,2,2,4,3,123,37,58,218,2256,192,2448,2666,2608
"2022-05-01","奉贤区",0,0,1,12,0,1,12,13,12,123,37,59,219,2268,192,2460,2679,2620
"2022-05-02","奉贤区",0,0,0,8,2,0,10,10,10,123,37,59,219,2276,194,2470,2689,2630
"2022-05-03","奉贤区",0,0,0,5,1,0,6,6,6,123,37,59,219,2281,195,2476,2695,2636
"2022-05-04","奉贤区",0,0,0,1,0,0,1,1,1,123,37,59,219,2282,195,2477,2696,2637
"2022-05-05","奉贤区",0,0,0,10,1,0,11,11,11,123,37,59,219,2292,196,2488,2707,2648
"2022-05-06","奉贤区",1,0,1,19,0,2,19,21,20,124,37,60,221,2311,196,2507,2728,2668
"2022-05-07","奉贤区",0,0,0,9,2,0,11,11,11,124,37,60,221,2320,198,2518,2739,2679
"2022-05-08","奉贤区",0,0,4,2,0,4,2,6,2,124,37,64,225,2322,198,2520,2745,2681
"2022-05-09","奉贤区",0,0,1,5,0,1,5,6,5,124,37,65,226,2327,198,2525,2751,2686
"2022-05-10","奉贤区",0,0,0,0,0,0,0,0,0,124,37,65,226,2327,198,2525,2751,2686
"2022-05-11","奉贤区",0,0,0,4,1,0,5,5,5,124,37,65,226,2331,199,2530,2756,2691
"2022-05-12","奉贤区",0,0,0,1,0,0,1,1,1,124,37,65,226,2332,199,2531,2757,2692
"2022-05-13","奉贤区",0,0,0,0,0,0,0,0,0,124,37,65,226,2332,199,2531,2757,2692
"2022-05-14","奉贤区",0,0,2,0,0,2,0,2,0,124,37,67,228,2332,199,2531,2759,2692
"2022-05-15","奉贤区",0,0,0,1,0,0,1,1,1,124,37,67,228,2333,199,2532,2760,2693
"2022-05-16","奉贤区",0,0,0,1,0,0,1,1,1,124,37,67,228,2334,199,2533,2761,2694
"2022-05-17","奉贤区",0,0,0,0,0,0,0,0,0,124,37,67,228,2334,199,2533,2761,2694
"2022-05-18","奉贤区",0,0,0,0,0,0,0,0,0,124,37,67,228,2334,199,2533,2761,2694
"2022-05-19","奉贤区",0,0,0,0,0,0,0,0,0,124,37,67,228,2334,199,2533,2761,2694
"2022-05-20","奉贤区",0,0,1,0,0,1,0,1,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-21","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-22","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-23","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-24","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-25","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-26","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-27","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-28","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-29","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-30","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-05-31","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-01","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-02","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-03","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-04","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-05","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-06","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-07","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-08","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-09","奉贤区",0,0,0,0,0,0,0,0,0,124,37,68,229,2334,199,2533,2762,2694
"2022-06-10","奉贤区",0,0,0,0,1,0,1,1,1,124,37,68,229,2334,200,2534,2763,2695
"2022-06-11","奉贤区",2,0,0,0,0,2,0,2,2,126,37,68,231,2334,200,2534,2765,2697
"2022-06-12","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-13","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-14","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-15","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-16","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-17","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-18","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-19","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-20","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-21","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-22","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-23","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-24","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-25","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,200,2534,2765,2697
"2022-06-26","奉贤区",0,0,0,0,1,0,1,1,1,126,37,68,231,2334,201,2535,2766,2698
"2022-06-27","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-06-28","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-06-29","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-06-30","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-07-01","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-07-02","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-07-03","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-07-04","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-07-05","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2334,201,2535,2766,2698
"2022-07-06","奉贤区",0,0,0,1,0,0,1,1,1,126,37,68,231,2335,201,2536,2767,2699
"2022-07-07","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2335,201,2536,2767,2699
"2022-07-08","奉贤区",0,0,0,0,0,0,0,0,0,126,37,68,231,2335,201,2536,2767,2699
"2022-07-09","奉贤区",0,0,0,1,0,0,1,1,1,126,37,68,231,2336,201,2537,2768,2700
"2022-07-10","奉贤区",0,0,0,1,0,0,1,1,1,126,37,68,231,2337,201,2538,2769,2701
"2022-03-09","虹口区",1,0,0,0,3,1,3,4,4,1,0,0,1,0,3,3,4,4
"2022-03-10","虹口区",2,0,0,4,0,2,4,6,6,3,0,0,3,4,3,7,10,10
"2022-03-11","虹口区",0,0,0,2,0,0,2,2,2,3,0,0,3,6,3,9,12,12
"2022-03-12","虹口区",0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,9,12,12
"2022-03-13","虹口区",0,1,0,2,2,1,4,5,5,3,1,0,4,8,5,13,17,17
"2022-03-14","虹口区",1,0,0,1,2,1,3,4,4,4,1,0,5,9,7,16,21,21
"2022-03-15","虹口区",0,0,0,5,1,0,6,6,6,4,1,0,5,14,8,22,27,27
"2022-03-16","虹口区",0,0,0,7,3,0,10,10,10,4,1,0,5,21,11,32,37,37
"2022-03-17","虹口区",0,1,0,5,1,1,6,7,7,4,2,0,6,26,12,38,44,44
"2022-03-18","虹口区",0,0,0,12,7,0,19,19,19,4,2,0,6,38,19,57,63,63
"2022-03-19","虹口区",1,0,0,6,0,1,6,7,7,5,2,0,7,44,19,63,70,70
"2022-03-20","虹口区",0,0,0,11,1,0,12,12,12,5,2,0,7,55,20,75,82,82
"2022-03-21","虹口区",0,0,0,23,0,0,23,23,23,5,2,0,7,78,20,98,105,105
"2022-03-22","虹口区",0,0,0,11,2,0,13,13,13,5,2,0,7,89,22,111,118,118
"2022-03-23","虹口区",0,0,0,23,3,0,26,26,26,5,2,0,7,112,25,137,144,144
"2022-03-24","虹口区",0,0,0,14,15,0,29,29,29,5,2,0,7,126,40,166,173,173
"2022-03-25","虹口区",0,0,0,0,4,0,4,4,4,5,2,0,7,126,44,170,177,177
"2022-03-26","虹口区",1,0,0,36,13,1,49,50,50,6,2,0,8,162,57,219,227,227
"2022-03-27","虹口区",0,1,0,22,4,1,26,27,27,6,3,0,9,184,61,245,254,254
"2022-03-28","虹口区",0,2,2,1,3,4,4,8,6,6,5,2,13,185,64,249,262,260
"2022-03-29","虹口区",0,7,0,49,17,7,66,73,73,6,12,2,20,234,81,315,335,333
"2022-03-30","虹口区",0,1,0,29,54,1,83,84,84,6,13,2,21,263,135,398,419,417
"2022-03-31","虹口区",0,8,0,96,24,8,120,128,128,6,21,2,29,359,159,518,547,545
"2022-04-01","虹口区",0,3,0,43,15,3,58,61,61,6,24,2,32,402,174,576,608,606
"2022-04-02","虹口区",1,24,5,174,138,30,312,342,337,7,48,7,62,576,312,888,950,943
"2022-04-03","虹口区",0,9,2,157,20,11,177,188,186,7,57,9,73,733,332,1065,1138,1129
"2022-04-04","虹口区",2,3,0,594,9,5,603,608,608,9,60,9,78,1327,341,1668,1746,1737
"2022-04-05","虹口区",0,7,1,393,9,8,402,410,409,9,67,10,86,1720,350,2070,2156,2146
"2022-04-06","虹口区",0,1,0,613,54,1,667,668,668,9,68,10,87,2333,404,2737,2824,2814
"2022-04-07","虹口区",0,8,18,557,11,26,568,594,576,9,76,28,113,2890,415,3305,3418,3390
"2022-04-08","虹口区",0,2,16,355,5,18,360,378,362,9,78,44,131,3245,420,3665,3796,3752
"2022-04-09","虹口区",0,5,7,306,31,12,337,349,342,9,83,51,143,3551,451,4002,4145,4094
"2022-04-10","虹口区",0,6,0,1206,26,6,1232,1238,1238,9,89,51,149,4757,477,5234,5383,5332
"2022-04-11","虹口区",4,14,7,1344,6,25,1350,1375,1368,13,103,58,174,6101,483,6584,6758,6700
"2022-04-12","虹口区",71,12,0,827,21,83,848,931,931,84,115,58,257,6928,504,7432,7689,7631
"2022-04-13","虹口区",104,16,1,1366,1,121,1367,1488,1487,188,131,59,378,8294,505,8799,9177,9118
"2022-04-14","虹口区",134,40,0,749,7,174,756,930,930,322,171,59,552,9043,512,9555,10107,10048
"2022-04-15","虹口区",101,1,185,1207,3,287,1210,1497,1312,423,172,244,839,10250,515,10765,11604,11360
"2022-04-16","虹口区",121,36,0,869,1,157,870,1027,1027,544,208,244,996,11119,516,11635,12631,12387
"2022-04-17","虹口区",135,22,109,900,0,266,900,1166,1057,679,230,353,1262,12019,516,12535,13797,13444
"2022-04-18","虹口区",120,30,83,853,6,233,859,1092,1009,799,260,436,1495,12872,522,13394,14889,14453
"2022-04-19","虹口区",122,12,14,601,4,148,605,753,739,921,272,450,1643,13473,526,13999,15642,15192
"2022-04-20","虹口区",67,28,7,726,4,102,730,832,825,988,300,457,1745,14199,530,14729,16474,16017
"2022-04-21","虹口区",98,4,1,780,2,103,782,885,884,1086,304,458,1848,14979,532,15511,17359,16901
"2022-04-22","虹口区",113,1,314,564,5,428,569,997,683,1199,305,772,2276,15543,537,16080,18356,17584
"2022-04-23","虹口区",49,2,31,722,15,82,737,819,788,1248,307,803,2358,16265,552,16817,19175,18372
"2022-04-24","虹口区",97,4,5,542,7,106,549,655,650,1345,311,808,2464,16807,559,17366,19830,19022
"2022-04-25","虹口区",83,4,51,1122,10,138,1132,1270,1219,1428,315,859,2602,17929,569,18498,21100,20241
"2022-04-26","虹口区",12,0,25,1092,7,37,1099,1136,1111,1440,315,884,2639,19021,576,19597,22236,21352
"2022-04-27","虹口区",33,0,35,1001,22,68,1023,1091,1056,1473,315,919,2707,20022,598,20620,23327,22408
"2022-04-28","虹口区",67,0,402,905,0,469,905,1374,972,1540,315,1321,3176,20927,598,21525,24701,23380
"2022-04-29","虹口区",15,0,7,993,0,22,993,1015,1008,1555,315,1328,3198,21920,598,22518,25716,24388
"2022-04-30","虹口区",11,0,36,544,0,47,544,591,555,1566,315,1364,3245,22464,598,23062,26307,24943
"2022-05-01","虹口区",58,0,11,579,21,69,600,669,658,1624,315,1375,3314,23043,619,23662,26976,25601
"2022-05-02","虹口区",5,0,13,348,0,18,348,366,353,1629,315,1388,3332,23391,619,24010,27342,25954
"2022-05-03","虹口区",3,0,8,345,2,11,347,358,350,1632,315,1396,3343,23736,621,24357,27700,26304
"2022-05-04","虹口区",11,0,5,307,3,16,310,326,321,1643,315,1401,3359,24043,624,24667,28026,26625
"2022-05-05","虹口区",12,0,3,251,1,15,252,267,264,1655,315,1404,3374,24294,625,24919,28293,26889
"2022-05-06","虹口区",6,0,11,260,2,17,262,279,268,1661,315,1415,3391,24554,627,25181,28572,27157
"2022-05-07","虹口区",14,0,10,247,1,24,248,272,262,1675,315,1425,3415,24801,628,25429,28844,27419
"2022-05-08","虹口区",16,0,38,263,0,54,263,317,279,1691,315,1463,3469,25064,628,25692,29161,27698
"2022-05-09","虹口区",12,0,19,238,0,31,238,269,250,1703,315,1482,3500,25302,628,25930,29430,27948
"2022-05-10","虹口区",12,0,36,88,0,48,88,136,100,1715,315,1518,3548,25390,628,26018,29566,28048
"2022-05-11","虹口区",13,0,5,84,0,18,84,102,97,1728,315,1523,3566,25474,628,26102,29668,28145
"2022-05-12","虹口区",20,0,4,79,0,24,79,103,99,1748,315,1527,3590,25553,628,26181,29771,28244
"2022-05-13","虹口区",14,0,3,74,0,17,74,91,88,1762,315,1530,3607,25627,628,26255,29862,28332
"2022-05-14","虹口区",2,0,1,64,0,3,64,67,66,1764,315,1531,3610,25691,628,26319,29929,28398
"2022-05-15","虹口区",12,0,0,57,0,12,57,69,69,1776,315,1531,3622,25748,628,26376,29998,28467
"2022-05-16","虹口区",2,0,0,47,0,2,47,49,49,1778,315,1531,3624,25795,628,26423,30047,28516
"2022-05-17","虹口区",5,0,1,53,0,6,53,59,58,1783,315,1532,3630,25848,628,26476,30106,28574
"2022-05-18","虹口区",6,0,1,67,0,7,67,74,73,1789,315,1533,3637,25915,628,26543,30180,28647
"2022-05-19","虹口区",0,0,1,120,0,1,120,121,120,1789,315,1534,3638,26035,628,26663,30301,28767
"2022-05-20","虹口区",4,0,3,135,0,7,135,142,139,1793,315,1537,3645,26170,628,26798,30443,28906
"2022-05-21","虹口区",0,0,0,129,0,0,129,129,129,1793,315,1537,3645,26299,628,26927,30572,29035
"2022-05-22","虹口区",0,0,3,113,0,3,113,116,113,1793,315,1540,3648,26412,628,27040,30688,29148
"2022-05-23","虹口区",6,0,0,82,0,6,82,88,88,1799,315,1540,3654,26494,628,27122,30776,29236
"2022-05-24","虹口区",0,0,3,51,0,3,51,54,51,1799,315,1543,3657,26545,628,27173,30830,29287
"2022-05-25","虹口区",5,0,0,36,0,5,36,41,41,1804,315,1543,3662,26581,628,27209,30871,29328
"2022-05-26","虹口区",3,0,2,25,0,5,25,30,28,1807,315,1545,3667,26606,628,27234,30901,29356
"2022-05-27","虹口区",11,0,0,9,0,11,9,20,20,1818,315,1545,3678,26615,628,27243,30921,29376
"2022-05-28","虹口区",2,0,1,11,0,3,11,14,13,1820,315,1546,3681,26626,628,27254,30935,29389
"2022-05-29","虹口区",0,0,0,8,0,0,8,8,8,1820,315,1546,3681,26634,628,27262,30943,29397
"2022-05-30","虹口区",0,0,1,5,0,1,5,6,5,1820,315,1547,3682,26639,628,27267,30949,29402
"2022-05-31","虹口区",1,0,0,2,0,1,2,3,3,1821,315,1547,3683,26641,628,27269,30952,29405
"2022-06-01","虹口区",0,0,0,2,0,0,2,2,2,1821,315,1547,3683,26643,628,27271,30954,29407
"2022-06-02","虹口区",1,0,0,0,0,1,0,1,1,1822,315,1547,3684,26643,628,27271,30955,29408
"2022-06-03","虹口区",0,0,0,1,0,0,1,1,1,1822,315,1547,3684,26644,628,27272,30956,29409
"2022-06-04","虹口区",0,0,0,2,0,0,2,2,2,1822,315,1547,3684,26646,628,27274,30958,29411
"2022-06-05","虹口区",0,1,0,0,1,1,1,2,2,1822,316,1547,3685,26646,629,27275,30960,29413
"2022-06-06","虹口区",0,0,0,3,0,0,3,3,3,1822,316,1547,3685,26649,629,27278,30963,29416
"2022-06-07","虹口区",0,0,0,1,0,0,1,1,1,1822,316,1547,3685,26650,629,27279,30964,29417
"2022-06-08","虹口区",0,0,0,1,0,0,1,1,1,1822,316,1547,3685,26651,629,27280,30965,29418
"2022-06-09","虹口区",0,0,0,0,0,0,0,0,0,1822,316,1547,3685,26651,629,27280,30965,29418
"2022-06-10","虹口区",0,2,0,0,0,2,0,2,2,1822,318,1547,3687,26651,629,27280,30967,29420
"2022-06-11","虹口区",0,0,0,3,0,0,3,3,3,1822,318,1547,3687,26654,629,27283,30970,29423
"2022-06-12","虹口区",0,0,0,3,0,0,3,3,3,1822,318,1547,3687,26657,629,27286,30973,29426
"2022-06-13","虹口区",0,0,0,1,0,0,1,1,1,1822,318,1547,3687,26658,629,27287,30974,29427
"2022-06-14","虹口区",0,0,0,0,0,0,0,0,0,1822,318,1547,3687,26658,629,27287,30974,29427
"2022-06-15","虹口区",1,1,0,1,0,2,1,3,3,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-16","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-17","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-18","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-19","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-20","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-21","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-22","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-23","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-24","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-25","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-26","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-27","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-28","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-29","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-06-30","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-07-01","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-07-02","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-07-03","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-07-04","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-07-05","虹口区",0,0,0,0,0,0,0,0,0,1823,319,1547,3689,26659,629,27288,30977,29430
"2022-07-06","虹口区",0,1,0,0,0,1,0,1,1,1823,320,1547,3690,26659,629,27288,30978,29431
"2022-07-07","虹口区",2,0,0,3,0,2,3,5,5,1825,320,1547,3692,26662,629,27291,30983,29436
"2022-07-08","虹口区",1,0,0,1,0,1,1,2,2,1826,320,1547,3693,26663,629,27292,30985,29438
"2022-07-09","虹口区",0,0,0,3,0,0,3,3,3,1826,320,1547,3693,26666,629,27295,30988,29441
"2022-07-10","虹口区",1,0,0,11,0,1,11,12,12,1827,320,1547,3694,26677,629,27306,31000,29453
"2022-03-09","黄浦区",0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1
"2022-03-10","黄浦区",0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,2,2,2
"2022-03-11","黄浦区",0,0,0,3,2,0,5,5,5,0,0,0,0,5,2,7,7,7
"2022-03-12","黄浦区",0,0,0,3,0,0,3,3,3,0,0,0,0,8,2,10,10,10
"2022-03-13","黄浦区",0,1,2,7,2,3,9,12,10,0,1,2,3,15,4,19,22,20
"2022-03-14","黄浦区",1,1,0,18,3,2,21,23,23,1,2,2,5,33,7,40,45,43
"2022-03-15","黄浦区",0,0,0,10,2,0,12,12,12,1,2,2,5,43,9,52,57,55
"2022-03-16","黄浦区",0,1,0,6,2,1,8,9,9,1,3,2,6,49,11,60,66,64
"2022-03-17","黄浦区",1,7,0,0,12,8,12,20,20,2,10,2,14,49,23,72,86,84
"2022-03-18","黄浦区",0,0,0,6,9,0,15,15,15,2,10,2,14,55,32,87,101,99
"2022-03-19","黄浦区",0,0,0,25,11,0,36,36,36,2,10,2,14,80,43,123,137,135
"2022-03-20","黄浦区",2,0,0,36,4,2,40,42,42,4,10,2,16,116,47,163,179,177
"2022-03-21","黄浦区",0,0,0,44,5,0,49,49,49,4,10,2,16,160,52,212,228,226
"2022-03-22","黄浦区",0,0,0,57,2,0,59,59,59,4,10,2,16,217,54,271,287,285
"2022-03-23","黄浦区",0,0,0,17,3,0,20,20,20,4,10,2,16,234,57,291,307,305
"2022-03-24","黄浦区",0,0,0,86,16,0,102,102,102,4,10,2,16,320,73,393,409,407
"2022-03-25","黄浦区",0,0,0,12,11,0,23,23,23,4,10,2,16,332,84,416,432,430
"2022-03-26","黄浦区",0,0,0,144,16,0,160,160,160,4,10,2,16,476,100,576,592,590
"2022-03-27","黄浦区",0,1,0,49,6,1,55,56,56,4,11,2,17,525,106,631,648,646
"2022-03-28","黄浦区",0,0,1,266,16,1,282,283,282,4,11,3,18,791,122,913,931,928
"2022-03-29","黄浦区",0,6,0,57,47,6,104,110,110,4,17,3,24,848,169,1017,1041,1038
"2022-03-30","黄浦区",3,13,0,275,70,16,345,361,361,7,30,3,40,1123,239,1362,1402,1399
